Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Денсаулық-Байлық""",Вакансия опубликована 17.05.2023,Адреса нет,полный день,Проектная работа,Оказание доврачебной медицинской помощи;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~3102370,Молодежная практика,Медицина
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Триллионер 6""",Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,"Установка, наладка, настройка и сопровождение аппаратного и программного обеспечения;",https://enbek.kz/ru/vacancy/tekhnik-programmist~3097968,Первое рабочее место,IT
Техник-строитель,Строительство и архитектура,от 103 500 тенге,"Коммунальное государственное учреждение ""Управление архитектуры и градостроительства акимата Жамбылской области""",Вакансия опубликована 11.05.2023,Адреса нет,полный день,Проектная работа,Умение работать в команде;,https://enbek.kz/ru/vacancy/tekhnik-stroitel~3105150,Молодежная практика,Строительство и архитектура
"Отделочник, цемент",Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ЕрНурЖан Курылыс-2010""",Вакансия опубликована 27.04.2023,Адреса нет,полный день,Проектная работа,Установка каркасов различной сложности;,"https://enbek.kz/ru/vacancy/otdelochnik,-cement~3065689",Первое рабочее место,Строительство и архитектура
Помощник юриста,Юриспруденция,от 91 890 тенге,"Коммунальное государственное учреждение ""Управление инспекции труда акимата Жамбылской области""",Вакансия опубликована 25.04.2023,Адреса нет,полный день,Проектная работа,Проверка соответствия законодательству документов;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~3060512,Молодежная практика,Юриспруденция
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""TARAZ 24""",Вакансия опубликована 20.04.2023,Адреса нет,полный день,Проектная работа,Проведение технического обслуживания оборудования;,https://enbek.kz/ru/vacancy/tekhnik-programmist~3061443,Молодежная практика,IT
Юрист,Юриспруденция,от 103 500 тенге,"Государственное учреждение ""Управление полиции города Тараз Департамента полиции Жамбылской области Министерства внутренних дел Республики Казахстан""",Вакансия опубликована 18.04.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~3069817,Молодежная практика,Юриспруденция
Педагог-организатор,Образование и воспитание,от 103 500 тенге,"ИП ""ALIBEST""",Вакансия опубликована 17.04.2023,Адреса нет,полный день,Проектная работа,Обеспечение методического сопровождения педагогического процесса;,https://enbek.kz/ru/vacancy/pedagog-organizator~3046864,Молодежная практика,
Учитель русского языка и литературы,Образование и воспитание,от 103 500 тенге,"Государственное коммунальное казенное предприятие ""Центр обучения языкам"" управления по развитию языков акимата Жамбылской области",Вакансия опубликована 14.04.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-russkogo-yazyka-i-literatury~3048259,Молодежная практика,
Экономист,Финансы и бухучет,от 103 500 тенге,"Коммунальное государственное учреждение ""Хозяйственное управление аппарата акима Жамбылской области""",Вакансия опубликована 14.04.2023,Адреса нет,полный день,Проектная работа,Составление бюджета предприятия;,https://enbek.kz/ru/vacancy/ekonomist~3041128,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,ИП Жақыпбекова Ә.Ш.,Вакансия опубликована 07.04.2023,Адреса нет,полный день,Проектная работа,"Регистрация юридических лиц, эмиссий ценных акций;",https://enbek.kz/ru/vacancy/yurist~3016251,Молодежная практика,Юриспруденция
Бухгалтер-кассир,Финансы и бухучет,от 103 500 тенге,Ерасыл и К,Вакансия опубликована 07.04.2023,Адреса нет,полный день,Проектная работа,"Эксплуатация контрольно-кассовой техники (ККТ), выполнение расчета с покупателями;",https://enbek.kz/ru/vacancy/bukhgalter-kassir~3016596,Молодежная практика,Финансы
Печатник офсетной печати,Производство,от 103 500 тенге,ИП Самғау,Вакансия опубликована 05.04.2023,Адреса нет,полный день,Проектная работа,Вывод информации на печать;,https://enbek.kz/ru/vacancy/pechatnik-ofsetnoi-pechati~3009230,Молодежная практика,Сервисное обслуживание/производство
Экономист,Финансы и бухучет,от 103 500 тенге,"Ип ""Өсер Барша Қанайқызы""",Вакансия опубликована 03.04.2023,Адреса нет,полный день,Проектная работа,Контроль финансово-экономической деятельности организации;,https://enbek.kz/ru/vacancy/ekonomist~3013258,Первое рабочее место,Финансы
Контролер технического контроля,Производство,от 103 500 тенге,ИП АЯЗОВ,Вакансия опубликована 02.04.2023,Адреса нет,полный день,Проектная работа,"Техническое обслуживание, ремонт оборудования, установок и систем;",https://enbek.kz/ru/vacancy/kontroler-tekhnicheskogo-kontrolya~3011606,Молодежная практика,Сервисное обслуживание/производство
Техник-программист,IT и телекоммуникации,от 103 500 тенге,ИП  ДЖАЛДЫБАЕВ   ДД,Вакансия опубликована 01.04.2023,Адреса нет,полный день,Проектная работа,Испытание узлов и деталей для промышленного робота;,https://enbek.kz/ru/vacancy/tekhnik-programmist~3011427,Молодежная практика,IT
Экономист,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Kaz Stroy Service LTD""",Вакансия опубликована 31.03.2023,Адреса нет,полный день,Проектная работа,Контроль финансово-экономической деятельности организации;,https://enbek.kz/ru/vacancy/ekonomist~3009471,Молодежная практика,Финансы
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Коммунальное государственное учреждение ""Отдел занятости и социальных программ акимата города Тараза""",Вакансия опубликована 31.03.2023,Адреса нет,полный день,Проектная работа,Проведение технического обслуживания компьютеров и периферийного оборудования и их эксплуатация;,https://enbek.kz/ru/vacancy/tekhnik-programmist~3002286,Молодежная практика,IT
Программист приложений,IT и телекоммуникации,от 91 890 тенге,"Коммунальное государственное учреждение ""Жамбылская областная библиотека для незрячих и слабовидящих граждан"" управления культуры, архивов и документации акимата Жамбылской области",Вакансия опубликована 29.03.2023,Адреса нет,полный день,Проектная работа,"Оцифровка материала, синхронизация видео-, аудиофайлов;",https://enbek.kz/ru/vacancy/programmist-prilozhenii~3003324,Молодежная практика,IT
Электрик-ремонтник вычислительной техники,IT и телекоммуникации,от 103 500 тенге,ИП ЖАНКАБАЕВА,Вакансия опубликована 28.03.2023,Адреса нет,полный день,Проектная работа,"Наладка схем и устранение дефектов в устройствах средств защиты и приборах автоматики, телемеханики;",https://enbek.kz/ru/vacancy/elektrik-remontnik-vychislitelnoi-tekhniki~3001324,Молодежная практика,IT
Техник-геодезист,Строительство и архитектура,от 103 500 тенге,"Жамбылский филиал Республиканского государственного предприятия на праве хозяйственного ведения ""Республиканский центр государственного градостроительного планирования и кадастра"" Комитета по делам строительства и жилищно-коммунального хозяйства Министерства индустрии и инфраструктурного развития Республики Казахстан",Вакансия опубликована 28.03.2023,Адреса нет,полный день,Проектная работа,,https://enbek.kz/ru/vacancy/tekhnik-geodezist~3000691,Молодежная практика,Строительство и архитектура
Юрист,Юриспруденция,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент уголовно-исполнительной системы по Жамбылской области Комитета уголовно-исполнительной системы Министерства внутренних дел Республики Казахстан""",Вакансия опубликована 28.03.2023,Адреса нет,полный день,Проектная работа,Контроль соблюдения законодательных актов;,https://enbek.kz/ru/vacancy/yurist~3000118,Молодежная практика,Юриспруденция
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП  БЕКБУЛАТОВ  А.П.,Вакансия опубликована 27.03.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2999911,Молодежная практика,Финансы
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,Smart Bala,Вакансия опубликована 27.03.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2998326,Молодежная практика,
Фельдшер,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""MedLab-2020""",Вакансия опубликована 20.03.2023,Адреса нет,полный день,Проектная работа,Оказание первой доврачебной помощи (ПДП);,https://enbek.kz/ru/vacancy/feldsher~2993150,Молодежная практика,Медицина
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Smile AB""",Вакансия опубликована 20.03.2023,Адреса нет,полный день,Проектная работа,Обслуживание локальных сетей и сетевого оборудования;,https://enbek.kz/ru/vacancy/tekhnik-programmist~2992361,Молодежная практика,IT
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""DARA ABA""",Вакансия опубликована 20.03.2023,Адреса нет,полный день,Проектная работа,Оценка психологического состояния учащегося;,https://enbek.kz/ru/vacancy/logoped-defektolog~2992224,Молодежная практика,
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""DARA ABA""",Вакансия опубликована 17.03.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/logoped-defektolog~2989318,Первое рабочее место,
Дизайнер интерьера,Культура и спорт,от 103 500 тенге,"ИП ""ТАРАЗ ТАҢЫ""",Вакансия опубликована 16.03.2023,Адреса нет,полный день,Проектная работа,Анализ задач по разработке дизайна проекта;,https://enbek.kz/ru/vacancy/dizainer-interera~2989880,Первое рабочее место,
Помощник юриста,Юриспруденция,от 103 500 тенге,"Общественное объединение ""Комитет защиты гражданских прав""",Вакансия опубликована 13.03.2023,Адреса нет,полный день,Проектная работа,Работа с претензиями;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~3002090,Молодежная практика,Юриспруденция
Техник-строитель,Строительство и архитектура,от 103 500 тенге,"Коммунальное государственное учреждение ""Отдел строительства акимата города Тараза""",Вакансия опубликована 06.03.2023,Адреса нет,полный день,Проектная работа,"Подготовка участка к ведению строительства, реконструкции и ремонта;",https://enbek.kz/ru/vacancy/tekhnik-stroitel~2960762,Первое рабочее место,Строительство и архитектура
Экономист,Финансы и бухучет,от 103 500 тенге,"Коммунальное государственное учреждение ""Отдел строительства акимата города Тараза""",Вакансия опубликована 06.03.2023,Адреса нет,полный день,Проектная работа,Финансовое планирование;,https://enbek.kz/ru/vacancy/ekonomist~2960764,Молодежная практика,Финансы
Бухгалтер (средней квалификации),Финансы и бухучет,от 103 500 тенге,"Коммунальное государственное учреждение ""Отдел строительства акимата города Тараза""",Вакансия опубликована 06.03.2023,Адреса нет,полный день,Проектная работа,Организация бухгалтерского учета и финансово-хозяйственной деятельности;,https://enbek.kz/ru/vacancy/bukhgalter-(srednei-kvalifikacii)~2960765,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,"Коммунальное государственное учреждение ""Отдел строительства акимата города Тараза""",Вакансия опубликована 06.03.2023,Адреса нет,полный день,Проектная работа,Заключение договоров и контрактов;,https://enbek.kz/ru/vacancy/yurist~2960766,Молодежная практика,Юриспруденция
Юрист,Юриспруденция,от 103 500 тенге,"Республиканское государственное учреждение ""Управление государственных доходов по городу Тараз Департамента государственных доходов по Жамбылской области Комитета государственных доходов Министерства финансов Республики Казахстан""",Вакансия опубликована 03.03.2023,Адреса нет,полный день,Проектная работа,Умение работать в команде;,https://enbek.kz/ru/vacancy/yurist~2956981,Молодежная практика,Юриспруденция
Экономист,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Управление государственных доходов по городу Тараз Департамента государственных доходов по Жамбылской области Комитета государственных доходов Министерства финансов Республики Казахстан""",Вакансия опубликована 03.03.2023,Адреса нет,полный день,Проектная работа,Умение работать в команде;,https://enbek.kz/ru/vacancy/ekonomist~2956982,Молодежная практика,Финансы
Переводчик (письменный),Наука и консалтинг,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""TARAZ 24""",Вакансия опубликована 02.03.2023,Адреса нет,полный день,Проектная работа,Компьютерная грамотность;,https://enbek.kz/ru/vacancy/perevodchik-(pismennyi)~2963647,Молодежная практика,Наука
Филолог,Наука и консалтинг,от 103 500 тенге,"Коммунальное государственное учреждение ""Управление по развитию языков акимата Жамбылской области""",Вакансия опубликована 01.03.2023,Адреса нет,полный день,Проектная работа,Научно-исследовательская деятельность;,https://enbek.kz/ru/vacancy/filolog~2950795,Молодежная практика,Наука
Юрист,Юриспруденция,от 103 500 тенге,"Коммунальное государственное учреждение ""Управление финансов акимата Жамбылской области""",Вакансия опубликована 28.02.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2955088,Первое рабочее место,Юриспруденция
Юрист,Юриспруденция,от 103 500 тенге,"Коммунальное государственное учреждение ""Управление финансов акимата Жамбылской области""",Вакансия опубликована 28.02.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2955089,Первое рабочее место,Юриспруденция
Юрист,Юриспруденция,от 103 500 тенге,"Коммунальное государственное учреждение ""Управление финансов акимата Жамбылской области""",Вакансия опубликована 28.02.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2955090,Первое рабочее место,Юриспруденция
Юрист,Юриспруденция,от 103 500 тенге,"Коммунальное государственное учреждение ""Управление финансов акимата Жамбылской области""",Вакансия опубликована 28.02.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2955091,Первое рабочее место,Юриспруденция
Юрист,Юриспруденция,от 103 500 тенге,"Коммунальное государственное учреждение ""Управление финансов акимата Жамбылской области""",Вакансия опубликована 28.02.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2955093,Первое рабочее место,Юриспруденция
Юрист,Юриспруденция,от 103 500 тенге,"Коммунальное государственное учреждение ""Управление финансов акимата Жамбылской области""",Вакансия опубликована 28.02.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2955094,Первое рабочее место,Юриспруденция
Юрист,Юриспруденция,от 103 500 тенге,"Коммунальное государственное учреждение ""Управление финансов акимата Жамбылской области""",Вакансия опубликована 28.02.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2955096,Первое рабочее место,Юриспруденция
Специалист по сопровождению программного обеспечения,IT и телекоммуникации,от 103 500 тенге,"Филиал Республиканского государственного предприятия на праве хозяйственного ведения ""Национальный центр экспертизы"" Комитета санитарно-эпидемиологического контроля Министерства здравоохранения Республики Казахстан по Жамбылской области",Вакансия опубликована 28.02.2023,Адреса нет,полный день,Проектная работа,Сопровождение и мониторинг работы программно-аппаратного обеспечения БД;,https://enbek.kz/ru/vacancy/specialist-po-soprovozhdeniyu-programmnogo-obespecheniya~2947045,Первое рабочее место,IT
Учитель казахского языка и литературы,Образование и воспитание,от 103 500 тенге,Аружан,Вакансия опубликована 28.02.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на казахском языке;,https://enbek.kz/ru/vacancy/uchitel-kazakhskogo-yazyka-i-literatury~2948382,Молодежная практика,
Хореограф,Культура и спорт,от 103 500 тенге,"Товарищество с ограниченной ответственностью """"ЦентрПрофБух""""",Вакансия опубликована 28.02.2023,Адреса нет,полный день,Проектная работа,Владение методологией творческого процесса в танцевальном коллективе;,https://enbek.kz/ru/vacancy/khoreograf~2948398,Молодежная практика,
Учитель казахского языка и литературы,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью """"ЦентрПрофБух""""",Вакансия опубликована 28.02.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на казахском языке;,https://enbek.kz/ru/vacancy/uchitel-kazakhskogo-yazyka-i-literatury~2948399,Молодежная практика,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Государственное учреждение ""Жамбылская областная территориальная инспекция Комитета ветеринарного контроля и надзора Министерства сельского хозяйства Республики Казахстан""",Вакансия опубликована 27.02.2023,Адреса нет,полный день,Проектная работа,Обработка бухгалтерской информации;,https://enbek.kz/ru/vacancy/bukhgalter~2944741,Молодежная практика,Финансы
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Государственное учреждение ""Жамбылская областная территориальная инспекция Комитета ветеринарного контроля и надзора Министерства сельского хозяйства Республики Казахстан""",Вакансия опубликована 27.02.2023,Адреса нет,полный день,Проектная работа,Организация документооборота;,https://enbek.kz/ru/vacancy/deloproizvoditel~2944742,Молодежная практика,Менеджмент
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Коммунальное государственное учреждение ""Управление государственного архитектурно-строительного контроля акимата Жамбылской области""",Вакансия опубликована 26.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2951864,Молодежная практика,Финансы
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,ИП Uzakoff,Вакансия опубликована 24.02.2023,Адреса нет,полный день,Проектная работа,Планирование учебного занятия;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~2941056,Первое рабочее место,
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Коммунальное государственное учреждение ""Центр проектного управления и цифровизации Жамбылской области"" Управления цифровых технологий акимата Жамбылской области""",Вакансия опубликована 24.02.2023,Адреса нет,полный день,Проектная работа,"Исправление неисправностей компьютеров, периферийного оборудования и программного обеспечения;",https://enbek.kz/ru/vacancy/tekhnik-programmist~2941742,Молодежная практика,IT
Вокалист,Культура и спорт,от 103 500 тенге,ИП Имран,Вакансия опубликована 24.02.2023,Адреса нет,полный день,Проектная работа,Владение различными стилями и направлениями в музыке;,https://enbek.kz/ru/vacancy/vokalist~2943846,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли-сад ""Адемай""",Вакансия опубликована 23.02.2023,Адреса нет,полный день,Проектная работа,Проведение воспитательных мероприятий;,https://enbek.kz/ru/vacancy/vospitatel~2948404,Молодежная практика,
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли-сад ""Адемай""",Вакансия опубликована 23.02.2023,Адреса нет,полный день,Проектная работа,Амбулаторный прием и обслуживание больных на дому;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2948406,Молодежная практика,Медицина
Учитель физической культуры и спорта,Образование и воспитание,от 103 500 тенге,"ИП""МИРАС""",Вакансия опубликована 23.02.2023,Адреса нет,полный день,Проектная работа,Оценка физического состояния учащихся;,https://enbek.kz/ru/vacancy/uchitel-fizicheskoi-kultury-i-sporta~2947175,Первое рабочее место,
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,"ИП""МИРАС""",Вакансия опубликована 23.02.2023,Адреса нет,полный день,Проектная работа,"Поиск, сбор и анализ информации;",https://enbek.kz/ru/vacancy/smm-menedzher~2947178,Молодежная практика,Журналистика
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Медицинский центр ""Sauran""",Вакансия опубликована 23.02.2023,Адреса нет,полный день,Проектная работа,Ведение установленных форм учета;,https://enbek.kz/ru/vacancy/bukhgalter~2939585,Молодежная практика,Финансы
Каменщик,Строительство и архитектура,от 103 500 тенге,"ИП ""БАТЫР""",Вакансия опубликована 23.02.2023,Адреса нет,полный день,Проектная работа,"Укладка тротуарной плитки, бордюрного камня и мощение улиц камнем;",https://enbek.kz/ru/vacancy/kamenshchik~2939696,Первое рабочее место,Строительство и архитектура
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Құрылыс-Комфорт""",Вакансия опубликована 22.02.2023,Адреса нет,полный день,Проектная работа,Проведение переговоров и формирование коммерческих документов и соглашений;,https://enbek.kz/ru/vacancy/smm-menedzher~2944973,Молодежная практика,Журналистика
Инженер по землеустройству,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Құрылыс-Комфорт""",Вакансия опубликована 22.02.2023,Адреса нет,полный день,Проектная работа,Планирование инженерных изыскательских работ на территории КДС;,https://enbek.kz/ru/vacancy/inzhener-po-zemleustroistvu~2944974,Молодежная практика,Строительство и архитектура
Экономист,Финансы и бухучет,от 103 500 тенге,"Коммунальное государственное учреждение ""Ревизионная комиссия по Жамбылской области""",Вакансия опубликована 22.02.2023,Адреса нет,полный день,Проектная работа,Контроль финансово-экономической деятельности организации;,https://enbek.kz/ru/vacancy/ekonomist~2944621,Молодежная практика,Финансы
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Корпоративный фонд ""Фонд ""Жас Отан"" по Жамбылской области""",Вакансия опубликована 22.02.2023,Адреса нет,полный день,Проектная работа,Обслуживание локальных сетей и сетевого оборудования;,https://enbek.kz/ru/vacancy/tekhnik-programmist~2944441,Молодежная практика,IT
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Корпоративный фонд ""Фонд ""Жас Отан"" по Жамбылской области""",Вакансия опубликована 22.02.2023,Адреса нет,полный день,Проектная работа,Ведение установленных форм учета;,https://enbek.kz/ru/vacancy/bukhgalter~2944442,Молодежная практика,Финансы
Архитектор,Строительство и архитектура,от 103 500 тенге,ИП Утбаева,Вакансия опубликована 22.02.2023,Адреса нет,полный день,Проектная работа,Разработка документации и чертежей;,https://enbek.kz/ru/vacancy/arkhitektor~2936683,Первое рабочее место,Строительство и архитектура
Юрист,Юриспруденция,от 103 500 тенге,ИП Жақыпбекова Ә.Ш.,Вакансия опубликована 22.02.2023,Адреса нет,полный день,Проектная работа,Рассмотрение жалоб и претензий по спорным вопросам;,https://enbek.kz/ru/vacancy/yurist~2937194,Молодежная практика,Юриспруденция
Разработчик программного обеспечения,IT и телекоммуникации,от 103 500 тенге,"ИП ""NABIYEV""",Вакансия опубликована 22.02.2023,Адреса нет,полный день,Проектная работа,Работа в основных программах системы Мiсгоsоft;,https://enbek.kz/ru/vacancy/razrabotchik-programmnogo-obespecheniya~2937229,Молодежная практика,IT
Швея,Производство,от 103 500 тенге,ИП Айгерим,Вакансия опубликована 21.02.2023,Адреса нет,полный день,Проектная работа,Подготовка эскизов и лекал;,https://enbek.kz/ru/vacancy/shveya~2943055,Молодежная практика,Сервисное обслуживание/производство
