Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Бухгалтер,Финансы и бухучет,от 103 500 тенге,Изтелеуова Ж.С.,Вакансия опубликована 24.05.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~3108584,Первое рабочее место,Финансы
Финансист,Финансы и бухучет,от 103 500 тенге,"""ЖАЗИРА""",Вакансия опубликована 19.05.2023,Адреса нет,полный день,Проектная работа,Управление финансовыми рисками;,https://enbek.kz/ru/vacancy/finansist~3099944,Молодежная практика,Финансы
Делопроизводитель,HR и секретариат,от 103 500 тенге,ЧСИ ЗОТЕНКО ТАТЬЯНА ВЛАДИМИРОВНА,Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Ведение электронной базы данных;,https://enbek.kz/ru/vacancy/deloproizvoditel~3098735,Первое рабочее место,Менеджмент
Офис-менеджер,HR и секретариат,от 103 500 тенге,ИП Жабагина Д. К. Хореографический ансамбль Томирис,Вакансия опубликована 11.05.2023,Адреса нет,полный день,Проектная работа,Организация работы офиса;,https://enbek.kz/ru/vacancy/ofis-menedzher~3089030,Первое рабочее место,Менеджмент
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,ИП Жабагина Д. К. Хореографический ансамбль Томирис,Вакансия опубликована 11.05.2023,Адреса нет,полный день,Проектная работа,Определение  четких  целей  уроков;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~3089034,Молодежная практика,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,Әлі Балжан Бақтиярқызы,Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Ведение установленных форм учета;,https://enbek.kz/ru/vacancy/bukhgalter~3069794,Первое рабочее место,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Коммунальное государственное казенное предприятие ""Темиртауский Дворец культуры"" акимата города Темиртау отдела культуры, развития языков, физической культуры и спорта города Темиртау",Вакансия опубликована 21.04.2023,Адреса нет,полный день,Проектная работа,Организация бухгалтерского учета и финансово-хозяйственной деятельности;,https://enbek.kz/ru/vacancy/bukhgalter~3056223,Молодежная практика,Финансы
Менеджер по закупкам,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ADAR Trading""",Вакансия опубликована 20.04.2023,Адреса нет,полный день,Проектная работа,"Участие в тендерах, подготовка коммерческих предложений;",https://enbek.kz/ru/vacancy/menedzher-po-zakupkam~3045384,Первое рабочее место,Финансы
Маркетолог,Маркетинг и СМИ,от 103 500 тенге,ИП Елеуова Жанар Болатовна,Вакансия опубликована 07.04.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/marketolog~3018274,Молодежная практика,Журналистика
Воспитатель,Образование и воспитание,от 103 500 тенге,"Молодежное общественное объединение ""Центр развития ""Jastar""",Вакансия опубликована 31.03.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/vospitatel~3010613,Первое рабочее место,
Инженер по качеству,Производство,от 95 400 тенге,"Товарищество с ограниченной ответственностью ""Инкар-І""",Вакансия опубликована 13.03.2023,Адреса нет,полный день,Проектная работа,Чтение чертежей и схем;,https://enbek.kz/ru/vacancy/inzhener-po-kachestvu~2978718,Молодежная практика,Сервисное обслуживание/производство
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ЦЕНТР ПРОФЕССИОНАЛЬНОГО ОБУЧЕНИЯ ""СОЗВЕЗДИЕ""",Вакансия опубликована 13.03.2023,Адреса нет,полный день,Проектная работа,Обеспечение методического сопровождения педагогического процесса;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~2971971,Молодежная практика,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП САРЫМБАЕВА СС,Вакансия опубликована 07.03.2023,Адреса нет,полный день,Проектная работа,Организация бухгалтерского учета и финансово-хозяйственной деятельности;,https://enbek.kz/ru/vacancy/bukhgalter~2963060,Молодежная практика,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Темиртауское городское управление казначейства Департамента казначейства по Карагандинской области Комитета казначейства Министерства финансов Республики Казахстан""",Вакансия опубликована 02.03.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2962497,Молодежная практика,Финансы
Экономист,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Темиртауское городское управление казначейства Департамента казначейства по Карагандинской области Комитета казначейства Министерства финансов Республики Казахстан""",Вакансия опубликована 02.03.2023,Адреса нет,полный день,Проектная работа,Финансовое планирование;,https://enbek.kz/ru/vacancy/ekonomist~2962498,Молодежная практика,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Темиртауское городское управление казначейства Департамента казначейства по Карагандинской области Комитета казначейства Министерства финансов Республики Казахстан""",Вакансия опубликована 02.03.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~2962499,Первое рабочее место,Финансы
Экономист,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Темиртауское городское управление казначейства Департамента казначейства по Карагандинской области Комитета казначейства Министерства финансов Республики Казахстан""",Вакансия опубликована 02.03.2023,Адреса нет,полный день,Проектная работа,Финансовое планирование;,https://enbek.kz/ru/vacancy/ekonomist~2962500,Первое рабочее место,Финансы
Менеджер по онлайн-продажам,Маркетинг и СМИ,от 103 500 тенге,ЖАКЫПБАЕВ РЫМБЕК АМАНЖОЛОВИЧ,Вакансия опубликована 02.03.2023,Адреса нет,полный день,Проектная работа,Поиск потенциальных клиентов;,https://enbek.kz/ru/vacancy/menedzher-po-onlain-prodazham~2954599,Первое рабочее место,Журналистика
Инспектор по кадрам,HR и секретариат,от 103 500 тенге,ЖАКЫПБАЕВ РЫМБЕК АМАНЖОЛОВИЧ,Вакансия опубликована 02.03.2023,Адреса нет,полный день,Проектная работа,Изучение потребности рынка труда в кадрах;,https://enbek.kz/ru/vacancy/inspektor-po-kadram~2954600,Первое рабочее место,Менеджмент
Маркетолог,Маркетинг и СМИ,от 103 500 тенге,ЖАКЫПБАЕВ РЫМБЕК АМАНЖОЛОВИЧ,Вакансия опубликована 02.03.2023,Адреса нет,полный день,Проектная работа,"Информирование о маркетинговых акциях, продуктах и специальных предложений;",https://enbek.kz/ru/vacancy/marketolog~2954601,Первое рабочее место,Журналистика
IT-дизайнер,IT и телекоммуникации,от 103 500 тенге,ЖАКЫПБАЕВ РЫМБЕК АМАНЖОЛОВИЧ,Вакансия опубликована 02.03.2023,Адреса нет,полный день,Проектная работа,Обработка информации и проведение вычислительных работ;,https://enbek.kz/ru/vacancy/it-dizainer~2954606,Молодежная практика,IT
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,ЖАКЫПБАЕВ РЫМБЕК АМАНЖОЛОВИЧ,Вакансия опубликована 02.03.2023,Адреса нет,полный день,Проектная работа,Проведение переговоров и формирование коммерческих документов и соглашений;,https://enbek.kz/ru/vacancy/smm-menedzher~2954607,Молодежная практика,Журналистика
Юрист,Юриспруденция,от 103 500 тенге,ЖАКЫПБАЕВ РЫМБЕК АМАНЖОЛОВИЧ,Вакансия опубликована 02.03.2023,Адреса нет,полный день,Проектная работа,Рассмотрение жалоб и претензий по спорным вопросам;,https://enbek.kz/ru/vacancy/yurist~2954608,Молодежная практика,Юриспруденция
Экономист,Финансы и бухучет,от 103 500 тенге,ЖАКЫПБАЕВ РЫМБЕК АМАНЖОЛОВИЧ,Вакансия опубликована 02.03.2023,Адреса нет,полный день,Проектная работа,Внедрение плановой и учетной документации;,https://enbek.kz/ru/vacancy/ekonomist~2954609,Молодежная практика,Финансы
Финансист,Финансы и бухучет,от 103 500 тенге,ЖАКЫПБАЕВ РЫМБЕК АМАНЖОЛОВИЧ,Вакансия опубликована 02.03.2023,Адреса нет,полный день,Проектная работа,Экономический анализ хозяйственно-финансовой деятельности;,https://enbek.kz/ru/vacancy/finansist~2954610,Молодежная практика,Финансы
Экскурсовод,Культура и спорт,от 103 500 тенге,"Коммунальное государственное казенное предприятие ""Темиртауский городской историко-краеведческий музей"" управления культуры, архивов и документации Карагандинской области",Вакансия опубликована 22.02.2023,Адреса нет,полный день,Проектная работа,Выстраивание коммуникаций на родном или других языках;,https://enbek.kz/ru/vacancy/ekskursovod~2944610,Молодежная практика,
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Республиканское государственное учреждение ""Темиртауское городское Управление санитарно-эпидемиологического контроля Департамента санитарно-эпидемиологического контроля Карагандинской области Комитета санитарно-эпидемиологического контроля Министерства здравоохранения Республики Казахстан""",Вакансия опубликована 21.02.2023,Адреса нет,полный день,Проектная работа,Испытание изделий робототехники;,https://enbek.kz/ru/vacancy/tekhnik-programmist~2941563,Молодежная практика,IT
Учитель казахского языка и литературы,Образование и воспитание,от 103 500 тенге,LIDER,Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на казахском языке;,https://enbek.kz/ru/vacancy/uchitel-kazakhskogo-yazyka-i-literatury~2939998,Молодежная практика,
Юрисконсульт,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Гордорсервис - Т""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yuriskonsult~2914407,Молодежная практика,Юриспруденция
Юрист,Юриспруденция,от 103 500 тенге,"Общественный фонд ""ПРАВО""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Оказание юридической помощи;,https://enbek.kz/ru/vacancy/yurist~2910108,Молодежная практика,Юриспруденция
Шахматист,Культура и спорт,от 103 500 тенге,ИП Тилеуова,Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Осуществление пропаганды физической культуры и спорта;,https://enbek.kz/ru/vacancy/shakhmatist~2906609,Молодежная практика,
Педагог начальной школы,Образование и воспитание,от 103 500 тенге,ИП Тилеуова,Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/pedagog-nachalnoi-shkoly~2906610,Молодежная практика,
Преподаватель вокала (пения),Образование и воспитание,от 103 500 тенге,ИП Тилеуова,Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Профессиональная игра на инструменте;,https://enbek.kz/ru/vacancy/prepodavatel-vokala-(peniya)~2906611,Молодежная практика,
Домбрист,Культура и спорт,от 103 500 тенге,ИП Тилеуова,Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Работа с оркестровыми партиями;,https://enbek.kz/ru/vacancy/dombrist~2906616,Первое рабочее место,
Преподаватель языковой школы,Образование и воспитание,от 103 500 тенге,ИП Тилеуова,Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/prepodavatel-yazykovoi-shkoly~2906617,Первое рабочее место,
Логопед,Образование и воспитание,от 103 500 тенге,ИП Тилеуова,Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Оказание помощи инвалидам и лицам с ограниченными возможностями здоровья;,https://enbek.kz/ru/vacancy/logoped~2906618,Первое рабочее место,
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Медицинская клиника ""Maxi Stom""",Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2910308,Молодежная практика,Медицина
Швея,Производство,от 103 500 тенге,Энгельсова В.Г.,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Работы по пошиву изделий по индивидуальным заказам;,https://enbek.kz/ru/vacancy/shveya~2900257,Первое рабочее место,Сервисное обслуживание/производство
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,ИП Тилеуова,Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~2906614,Молодежная практика,Журналистика
Преподаватель ритмики и хореографии,Образование и воспитание,от 103 500 тенге,ИП Тилеуова,Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Профессиональная игра на инструменте;,https://enbek.kz/ru/vacancy/prepodavatel-ritmiki-i-khoreografii~2906612,Молодежная практика,
Консультант по торговым операциям,Финансы и бухучет,от 95 400 тенге,"Товарищество с ограниченной ответственностью ""ADAR Trading""",Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,Анализ и оценка отдельных ценных бумаг и товаров;,https://enbek.kz/ru/vacancy/konsultant-po-torgovym-operaciyam~2893568,Молодежная практика,Финансы
Программист приложений,IT и телекоммуникации,от 103 500 тенге,"Филиал республиканского государственного учреждения ""Администратор судов по Карагандинской области Департамента по обеспечению деятельности судов при Верховном Суде Республики Казахстан (аппарата Верховного Суда Республики Казахстан)"" - канцелярия Темиртауского городского суда Карагандинской области",Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,Установка ПО серверов;,https://enbek.kz/ru/vacancy/programmist-prilozhenii~2890498,Первое рабочее место,IT
Биотехнолог,Медицина и фармацевтика,от 103 500 тенге,"Республиканское государственное учреждение ""Темиртауское городское Управление санитарно-эпидемиологического контроля Департамента санитарно-эпидемиологического контроля Карагандинской области Комитета санитарно-эпидемиологического контроля Министерства здравоохранения Республики Казахстан""",Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,Осуществление санитарно-эпидемиологического надзора объектов;,https://enbek.kz/ru/vacancy/biotekhnolog~2891511,Молодежная практика,Медицина
