Должность,professionalroleid,Зарплата,Опыт,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка
Шихтовщик-дозировщик,85,от 100 000 до 220 000 KZT на руки,не требуется,ТОО Seven Refractories Asia (Севен Рефракториз Азия),Вакансия опубликована 27 мая 2023 в Караганде,Алматы,сменный график,"Полная занятость, сменный график",Работа в команде;Физическая выносливость;Готовность обучаться;Выносливость;Легкообучаемый;,https://almaty.hh.kz/vacancy/77534885
Специалист-оценщик в ломбард (Михайловка),57,от 160 000 до 160 000 KZT на руки,не требуется,ТОО М-Ломбард,Вакансия опубликована 17 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/78746488
Кредитный менеджер ( Сортировка),57,от 100 000 до 200 000 KZT до вычета налогов,не требуется,ТОО Микрофинансовая организация MJS,Вакансия опубликована 16 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",Кредитные договоры;Пользователь ПК;Работа с кассой;Консультирование;Деловое общение;,https://almaty.hh.kz/vacancy/79902402
Сборщик-комплектовщик,40,до 138 000 KZT на руки,не требуется,ТОО FSSA,Вакансия опубликована 27 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день","Ответственность;Коммуникабельность, ответственность;Усердность;Добропорядочность;",https://almaty.hh.kz/vacancy/79867487
Бухгалтер материального стола,18,от 195 000 до 200 000 KZT на руки,не требуется,ТОО Explosion Solutions,Вакансия опубликована 4 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",Учет материалов;1С: Бухгалтерия и склад;Основные средства;Первичная документация;,https://almaty.hh.kz/vacancy/80079371
"Оператор 1С, г. Караганда",40,от 150 000 KZT до вычета налогов,не требуется,ТОО RG Brands Kazakhstan,Вакансия опубликована 3 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80029849
Бухгалтер-оператор,18,до 95 000 KZT до вычета налогов,не требуется,ТОО Казахский Продукт,Вакансия опубликована 11 мая 2023 в Караганде,Алматы,полный день,"Частичная занятость, полный день","Пользователь ПК;Internet;Высокие коммуникативные навыки;Коммуникабельность, стрессоустойчивость;Материальная ответственность;Отчеты;",https://almaty.hh.kz/vacancy/80273689
Монтажник,78,от 150 000 до 300 000 KZT до вычета налогов,не требуется,"ИП Print Shop, ТМ (Черемухина, ИП)",Вакансия опубликована 15 мая 2023 в Караганде,"Караганда, улица Полетаева, 13",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80407272
Психолог Дефектолог / Социальный работник-Логопед,132,от 100 000 до 150 000 KZT на руки,не требуется,ТОО АБИЛИТАЦИОННЫЙ ЦЕНТР АМАЛИЯ,Вакансия опубликована 15 мая 2023 в Караганде,"Караганда, улица Чехова, 17",полный день,"Полная занятость, полный день",Работа в команде;Умение работать с детьми;Терпеливость;,https://almaty.hh.kz/vacancy/80424445
Торговый представитель,129,от 200 000 до 250 000 KZT на руки,не требуется,ТОО RostFood KZ,Вакансия опубликована 11 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80271140
Мобилограф / SMM менеджер,3,от 150 000 до 600 000 KZT до вычета налогов,не требуется,ИП Русина,Вакансия опубликована 19 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",Рекламная съемка;Идейность;Генерация идей;Монтаж видео;Instagram;Видеосъемка;Работа в команде;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/80727744
Торговый представитель,129,до 500 000 KZT до вычета налогов,не требуется,ТОО Мега Вкус,Вакансия опубликована 23 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80888521
Администратор в языковой центр InterPress IH Karaganda,8,от 150 000 до 225 000 KZT до вычета налогов,не требуется,ТОО KARAGANDA ELT,Вакансия опубликована 24 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",Пользователь ПК;Грамотная речь;Английский язык;Грамотность;Работа в команде;,https://almaty.hh.kz/vacancy/80935802
Контент-менеджер,103,от 100 000 до 160 000 KZT на руки,не требуется,ИП Лебедева Л.Т.,Вакансия опубликована 25 мая 2023 в Караганде,Караганда,полный день,"Полная занятость, полный день",Пользователь ПК;Работа в команде;Грамотная речь;Поиск информации в интернет;Internet;,https://almaty.hh.kz/vacancy/81018457
Администратор студии загара,8,от 150 000 до 190 000 KZT на руки,не требуется,ИП Маслова А.А,Вакансия опубликована 22 мая 2023 в Караганде,"Караганда, микрорайон Степной-3, 3Б",полный день,"Полная занятость, полный день",Пользователь ПК;,https://almaty.hh.kz/vacancy/80789785
Менеджер по работе с водителями,5,от 200 000 до 350 000 KZT на руки,не требуется,ИП ИП ИГЕНОВ Е М,Вакансия опубликована 23 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80886656
Дизайнер-консультант,34,от 180 000 до 250 000 KZT на руки,не требуется,ИП Макаренко А.Ю,Вакансия опубликована 16 мая 2023 в Караганде,"Караганда, проспект Бухар Жырау, 59/2",полный день,"Полная занятость, полный день",CorelDRAW;Пользователь ПК;Adobe Photoshop;Креативность;Графические редакторы;Photoshop;Готовность к командному труду;Желание обучаться;Грамотная речь;Творческое мышление;Творческий;Быстро учусь;Творчество;Продажи;,https://almaty.hh.kz/vacancy/80470631
Менеджер в офис,40,от 180 000 до 240 000 KZT на руки,не требуется,ТОО GFcom,Вакансия опубликована 23 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",Пользователь ПК;Работа с поставщиками;оформление заказов;оформление документации;Internet;,https://almaty.hh.kz/vacancy/80856419
Контент-менеджер,3,до 200 000 KZT на руки,не требуется,ИП Студия развития бизнеса OnLike.kz,Вакансия опубликована 3 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",Грамотность;Ответственность;,https://almaty.hh.kz/vacancy/80019819
Ассистент-помощник,68,от 150 000 KZT на руки,не требуется,ТОО AtlantMarket,Вакансия опубликована 23 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",Грамотная речь;Пользователь ПК;Грамотность;Работа в условиях многозадачности;Телефонные переговоры;Работа в команде;Умение работать с людьми;Умение работать в условиях многозадачности;,https://almaty.hh.kz/vacancy/80893964
Ассистент менеджера проектов в студию декора,40,от 100 000 до 200 000 KZT до вычета налогов,не требуется,ИП КУРУМБАЕВА Л.И.,Вакансия опубликована 15 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",Работа в условиях многозадачности;Грамотная речь;Желание развиваться творчески;Коммуникативные навыки;,https://almaty.hh.kz/vacancy/80436339
Менеджер по туризму,72,от 100 000 до 400 000 KZT на руки,не требуется,ТОО KEREMET-TOUR,Вакансия опубликована 9 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",Заключение договоров;Пользователь ПК;Ведение переговоров;Работа в команде;Телефонные переговоры;Агентские продажи;Активные продажи;Казахский — A2 — Элементарный;Русский — B1 — Средний;,https://almaty.hh.kz/vacancy/80198001
Специалист в типографию,86,от 170 000 KZT до вычета налогов,не требуется,"Типография Идиллия tip, ИП Марченко",Вакансия опубликована 23 мая 2023 в Караганде,"Караганда, улица Алиханова, 37",полный день,"Полная занятость, полный день",Пользователь ПК;Умение работать в команде;Поиск информации в интернет;Навыки межличностного общения;Станки ЧПУ;CorelDRAW;Творческое мышление;Лазерная техника;Малярные работы;Деревообработка;,https://almaty.hh.kz/vacancy/79985019
Помощник геодезиста,27,до 170 000 KZT на руки,не требуется,ТОО Nova Строй,Вакансия опубликована 23 мая 2023 в Караганде,"Караганда, Коммунальная улица, 12",полный день,"Полная занятость, полный день",AutoCAD;Ответственный подход к работе;,https://almaty.hh.kz/vacancy/80863254
Старшая медсестра/Старший медбрат,64,от 200 000 до 250 000 KZT на руки,не требуется,ТОО Эталон Стом,Вакансия опубликована 24 мая 2023 в Караганде,"Караганда, проспект Нуркена Абдирова, 30Б",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80949928
Военнослужащий по контракту,22,от 150 000 до 200 000 KZT на руки,не требуется,Гос. корп. РГУ Воинская часть 6505 Национальной гвардии Республики Казахстан,Вакансия опубликована 20 мая 2023 в Караганде,Алматы,сменный график,"Полная занятость, сменный график","Работа в команде;Грамотная речь;Умение работать в коллективе;способность анализировать проблемы, эффективно искать пути их разрешения;",https://almaty.hh.kz/vacancy/80770805
Администратор-ассистент руководителя,8,от 70 000 до 300 000 KZT на руки,не требуется,ИП Майжакканов С.,Вакансия опубликована 24 мая 2023 в Караганде,"Караганда, проспект Нурсултана Назарбаева, 53/1",полный день,"Полная занятость, полный день",Работа в команде;Грамотная речь;Креативность;Активные продажи;Телефонные переговоры;Управление отношениями с клиентами;исполнение поручений руководителя;,https://almaty.hh.kz/vacancy/80959284
Помощник нотариуса,146,от 100 000 KZT на руки,не требуется,Частный Нотариус Аманжолова С.Н,Вакансия опубликована 19 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80732599
Диспетчер в службу такси,39,от 100 000 до 300 000 KZT на руки,не требуется,ТОО Компания 9 Регион,Вакансия опубликована 22 мая 2023 в Караганде,Алматы,сменный график,"Полная занятость, сменный график",быстрая обучаемость;владение пк;знание города;внимательность;вежливость;,https://almaty.hh.kz/vacancy/80784495
Сотрудник в сеть музыкальных школ,8,до 180 000 KZT до вычета налогов,не требуется,ИП Новая Эра,Вакансия опубликована 9 мая 2023 в Караганде,Алматы,сменный график,"Полная занятость, сменный график",Грамотная речь;Пользователь ПК;Креативность;Умение работать с клиентами;Казахский — B2 — Средне-продвинутый;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/80197761
Оператор,84,от 150 000 KZT на руки,не требуется,ТОО Мир ТорТини,Вакансия опубликована 18 мая 2023 в Караганде,"Караганда, улица Молокова, 47",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80654567
Системный администратор,113,от 200 000 до 300 000 KZT до вычета налогов,не требуется,ТОО Интерстройсервис и К,Вакансия опубликована 15 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",Адекватность;Знание компьютера;Готовность к командировкам;Владение компьютером;Желание работать и зарабатывать;Работа с компьютером;Лояльность;Хорошая обучаемость;Высокая энергичность;Умение работать в условиях многозадачности;,https://almaty.hh.kz/vacancy/80401395
Гид-экскурсовод,72,з/п не указана,не требуется,ТОО Nomads Club,Вакансия опубликована 17 мая 2023 в Караганде,"Караганда, улица Лободы, 40",полный день,"Частичная занятость, полный день",Работа в команде;Организаторские навыки;Позитивное мышление;Работа в условиях многозадачности;Терпеливость;Коммуникабельность;,https://almaty.hh.kz/vacancy/80604478
Бухгалтер-оператор,18,от 180 000 KZT на руки,не требуется,ТОО GF auto,Вакансия опубликована 19 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80724968
Курьер,146,от 100 000 до 120 000 KZT на руки,не требуется,ЧСИ Ахметов Д.Е,Вакансия опубликована 19 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",Стрессоустойчивость;Ответственность;Русский — C1 — Продвинутый;Казахский — A1 — Начальный;,https://almaty.hh.kz/vacancy/80730127
Логист-экспедитор,67,от 190 000 до 205 000 KZT на руки,не требуется,ТОО EMEX-Регион,Вакансия опубликована 2 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/79967056
Продавец-консультант зоотоваров,40,от 105 000 KZT на руки,не требуется,ИП Шаяхметов,Вакансия опубликована 24 мая 2023 в Караганде,"Караганда, проспект Нуркена Абдирова, 20",сменный график,"Полная занятость, сменный график",Пользователь ПК;Грамотная речь;Работа с кассой;Обслуживание покупателей;Работа в команде;,https://almaty.hh.kz/vacancy/80923392
Кадровый делопроизводитель,33,от 150 000 KZT до вычета налогов,не требуется,Благотворительный фонд Meyrimdilik,Вакансия опубликована 15 мая 2023 в Караганде,"Караганда, улица Лободы, 11А",полный день,"Полная занятость, полный день","Грамотная речь;оформление документации;Поиск информации в интернет;Работа в MS Office;Высокая скорость печати;уверенное пользование ПК, знание программ MS Office;Архивирование;Делопроизводство;Казахский — C2 — В совершенстве;Русский — C2 — В совершенстве;",https://almaty.hh.kz/vacancy/80440609
Кредитный специалист,57,от 170 000 KZT до вычета налогов,не требуется,Карагандинский филиал ТОО Микрофинансовая организация Береке,Вакансия опубликована 19 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80732309
Санитарка\санитар в стоматологическую клинику,64,от 150 000 до 200 000 KZT на руки,не требуется,ТОО Эталон Стом,Вакансия опубликована 1 мая 2023 в Караганде,"Караганда, проспект Нуркена Абдирова, 30Б",сменный график,"Полная занятость, сменный график",E9,https://almaty.hh.kz/vacancy/79950941
Контролер,95,от 95 000 до 110 000 KZT на руки,не требуется,РГУ «ДЕПАРТАМЕНТ УГОЛОВНО-ИСПОЛНИТЕЛЬНОЙ СИСТЕМЫ ПО КАРАГАНДИНСКОЙ ОБЛАСТИ КОМИТЕТА УГОЛОВНО — ИСПОЛНИТЕЛЬНОЙ СИСТЕМЫ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РК,Вакансия опубликована 24 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/78535764
Администратор в отель,72,от 140 000 до 140 000 KZT на руки,не требуется,ТОО Татлер,Вакансия опубликована 4 мая 2023 в Караганде,"Караганда, проспект Республики, 11к3",сменный график,"Полная занятость, сменный график",Английский язык;Пользователь ПК;Бронирование гостиниц;Гостиницы;Гостиничный менеджмент;Знание иностранных языков;Навыки составления отчетности;Навыки работы с первичной документацией;Точность и внимательность к деталям;Навыки межличностного общения;Английский — B2 — Средне-продвинутый;,https://almaty.hh.kz/vacancy/80088824
Сборщик светодиодных светильников,40,от 150 000 KZT на руки,не требуется,ТОО Жарык LED,Вакансия опубликована 3 мая 2023 в Караганде,"Караганда, Складская улица, 4",полный день,"Полная занятость, полный день","порядочность, честность, желание работать;",https://almaty.hh.kz/vacancy/80026212
Преподаватель английского языка,132,от 100 000 KZT до вычета налогов,не требуется,ИП SPEAK UP,Вакансия опубликована 18 мая 2023 в Караганде,"Караганда, Магнитогорская улица, 35",полный день,"Полная занятость, полный день",Ответственность;,https://almaty.hh.kz/vacancy/80676184
Ассистент отдела продаж,54,з/п не указана,не требуется,ТОО KAZPROM AVTOMATIKA,Вакансия опубликована 23 мая 2023 в Караганде,"Караганда, ул.Жамбыла, 28",полный день,"Полная занятость, полный день",Управление временем;1С-Битрикс;Деловая переписка;,https://almaty.hh.kz/vacancy/80862904
Помощник проектировщика ОВиК,48,от 100 000 KZT до вычета налогов,не требуется,ТОО ТЕПЛОМЕХ ПРОЕКТ,Вакансия опубликована 25 мая 2023 в Караганде,"Караганда, улица Алиханова, 37",полный день,"Полная занятость, полный день",Пользователь ПК;AutoCAD;,https://almaty.hh.kz/vacancy/81063556
Фармацевт,133,от 140 000 KZT на руки,не требуется,ИП Ордабаев,Вакансия опубликована 25 мая 2023 в Караганде,"Караганда, улица Касыма Аманжолова, 9",полный день,"Полная занятость, полный день",Грамотная речь;Пользователь ПК;Работа с клиентами;Консультирование клиентов по телефону;Активные продажи;Фармация;,https://almaty.hh.kz/vacancy/80992677
Мерчендайзер,77,от 180 000 до 180 000 KZT на руки,не требуется,ТОО Арпа,Вакансия опубликована 11 мая 2023 в Караганде,"Караганда, улица Молокова, 104/2",полный день,"Полная занятость, полный день",Выкладка товаров;Контроль сроков годности;,https://almaty.hh.kz/vacancy/80312198
Менеджер в рекламное агентство (по работе с поставщиками),68,от 150 000 до 230 000 KZT на руки,не требуется,"ИП Горбунов А,А",Вакансия опубликована 19 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80715806
Барбер/парикмахер,92,от 250 000 до 550 000 KZT на руки,не требуется,ИП Оспанов Т.Ө.,Вакансия опубликована 8 мая 2023 в Караганде,"Қарағанды, Улица Бауржана Момышулы",гибкий график,"Полная занятость, гибкий график",Работа в команде;Гарантийное обслуживание;Терпеливость;Навыки разрешения спорных ситуаций;Навыки улаживания конфликтов;,https://almaty.hh.kz/vacancy/80193481
Помощник юриста,145,з/п не указана,не требуется,ЧУ СОДЕЙСТВИЕ И ПРАВО,Вакансия опубликована 10 мая 2023 в Караганде,"Караганда, улица Ержанова, 18",полный день,"Полная занятость, полный день",Гражданское право;Административное право;Грамотность;Гражданское процессуальное право;Пользователь ПК;Делопроизводство;Составление исков;Деловое общение;судебный кабинет;egov;,https://almaty.hh.kz/vacancy/80202977
"Монтажник автоматических ворот, рольставен, шлагбаумов.",78,от 250 000 до 450 000 KZT до вычета налогов,не требуется,ТОО TimeRec,Вакансия опубликована 3 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80045455
Торговый представитель в г. Караганды,129,от 200 000 до 300 000 KZT на руки,не требуется,ТОО КазАрстрой,Вакансия опубликована 28 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",Поиск и привлечение клиентов;работа с текущей базой клиентов;Мерчендайзинг;Холодные продажи;Традиционная розница;,https://almaty.hh.kz/vacancy/79743288
Мерчендайзер магазинов,77,от 150 000 до 150 000 KZT на руки,не требуется,ТОО Альди и К,Вакансия опубликована 2 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/79962903
Оператор на расфасовочный станок штукатурки,85,от 200 000 KZT на руки,не требуется,ТОО Petro Oil Resources,Вакансия опубликована 22 мая 2023 в Караганде,"Караганда, микрорайон Алтын Арка, 17",полный день,"Полная занятость, полный день","Работа в команде;Работа в условиях многозадачности;Коммуникабельность, ответственность;",https://almaty.hh.kz/vacancy/80821349
Помощник бухгалтера,18,от 100 000 до 120 000 KZT на руки,не требуется,ТОО Даму-Химия,Вакансия опубликована 16 мая 2023 в Караганде,"Караганда, Мельничная улица, 4",полный день,"Полная занятость, полный день","пунктуальность,;Работа с документами;Работа с банками;Работа с компьютером;Коммуникабельность, ответственность;",https://almaty.hh.kz/vacancy/80474447
Санитар,40,от 106 000 KZT до вычета налогов,не требуется,ТОО Ақжан,Вакансия опубликована 22 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80825835
Видеооператор,20,от 130 000 KZT до вычета налогов,не требуется,ИП Академия 360,Вакансия опубликована 3 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",DHCP;Windows 7;Mac Os;MS Dos;,https://almaty.hh.kz/vacancy/80043935
Представитель по обслуживанию торговых аппаратов (подработка),129,з/п не указана,не требуется,ТОО Торговая Компания Сатурн,Вакансия опубликована 10 мая 2023 в Караганде,Алматы,полный день,"Частичная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80212592
"Тренер по боксу, Караганда",40,от 150 000 до 350 000 KZT до вычета налогов,не требуется,ИП Боксерский клуб Double Jab,Вакансия опубликована 24 мая 2023 в Караганде,"Караганда, улица Жамбыла, 135/2",полный день,"Частичная занятость, полный день",Терпеливость;Грамотная речь;Работа в условиях многозадачности;Умение объяснять;Индивидуальный подход;Работа с людьми;,https://almaty.hh.kz/vacancy/80989410
Прачка,40,з/п не указана,не требуется,ЧУ ЯСЛИ-САД-ШКОЛА ЛЕСОК,Вакансия опубликована 17 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",Выносливость;Высокая энергичность и инициативность;Умение быстро находить контакт с людьми;Индивидуальный подход;Корпоративные правила поведения;,https://almaty.hh.kz/vacancy/80556271
Уборщица/Уборщик помещений,40,от 150 000 до 150 000 KZT на руки,не требуется,ТОО Азия-Транзит,Вакансия опубликована 19 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80699165
Инженер по сопровождению систем мониторинга транспорта,121,от 170 000 KZT на руки,не требуется,ТОО Fleetbook,Вакансия опубликована 15 мая 2023 в Караганде,"Караганда, Складская улица, 10/3",полный день,"Полная занятость, полный день",Работа в команде;Грамотность;Консультирование клиентов;Пользователь ПК;,https://almaty.hh.kz/vacancy/80410540
Эксперт-оценщик,57,от 130 000 до 200 000 KZT до вычета налогов,не требуется,ТОО Ломбард Астаналык,Вакансия опубликована 10 мая 2023 в Караганде,"Караганда, Октябрьский район, район Майкудук",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80255104
Инженер-гидротехник/Инженер мелиоратор/Мелиоратор в сельском хозяйстве,7,з/п не указана,не требуется,ТОО BEST MILL,Вакансия опубликована 26 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",Аналитические способности;Сельское хозяйство;Системы канализации и водоснабжения;Техническая грамотность;Работа с технической документацией;Инженерные системы;Капитальный ремонт;Строительство;Водоснабжение и канализация;,https://almaty.hh.kz/vacancy/81097269
Врач общей практики,24,от 300 690 до 373 880 KZT до вычета налогов,не требуется,ТОО Поликлиника №8 города Караганды,Вакансия опубликована 11 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",Работа в команде;,https://almaty.hh.kz/vacancy/80296381
Инженер отдела Вентиляции и Тепло-Холодоснабжения,47,з/п не указана,не требуется,ТОО Вертикаль-НТ,Вакансия опубликована 1 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",AutoCAD;Microsoft Excel;Выполнение поставленных задач;Работа в команде;,https://almaty.hh.kz/vacancy/79950052
Полевой геолог,28,от 120 000 KZT на руки,не требуется,ТОО Геометрия Group,Вакансия опубликована 4 мая 2023 в Караганде,"Караганда, проспект Нурсултана Назарбаева, 68/1",полный день,"Полная занятость, полный день",Работа в команде;Работа с людьми;Навыки работы с первичной документацией;Желание обучаться;Желание учиться и развиваться;Работа с большим объемом информации;,https://almaty.hh.kz/vacancy/80078989
Специалист по оценке смартфонов в ломбард/Начинающий специалист,57,от 140 000 до 200 000 KZT на руки,не требуется,ТОО THE BEST SELLER,Вакансия опубликована 16 мая 2023 в Караганде,"Караганда, проспект Нуркена Абдирова, 19",сменный график,"Полная занятость, сменный график",E9,https://almaty.hh.kz/vacancy/80479706
Кредитный консультант,57,от 100 000 до 200 000 KZT до вычета налогов,не требуется,ТОО Микрокредитная организация Мегакредит,Вакансия опубликована 24 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80481820
Стекольщик/ученик стекольщика,40,от 150 000 до 350 000 KZT до вычета налогов,не требуется,ТОО Окна-Плюс Ltd,Вакансия опубликована 22 мая 2023 в Караганде,"Караганда, улица Гоголя, 86",полный день,"Стажировка, полный день",E9,https://almaty.hh.kz/vacancy/80830565
Заправщик картриджей\Специалист по ремонту оргтехники,111,от 120 000 до 170 000 KZT на руки,не требуется,ТОО Сервис центр Максимум,Вакансия опубликована 18 мая 2023 в Караганде,"Караганда, Пассажирская улица, 10",полный день,"Полная занятость, полный день",Ремонт ПК;Техническое обслуживание;Сборка ПК;Настройка ПО;Настройка ПК;Офисная техника;Ремонт лазерных принтеров и МФУ;Замена комплектующих ПК;Заправка картриджей;ремонт картриджей;Ремонт оргтехники;Ремонт бытовой техники;Ремонт ноутбуков;Ремонт техники;Принтер;ПК;Ремонт;Работа с оргтехникой;автомеханик;автослесарь;,https://almaty.hh.kz/vacancy/80639182
Кредитный менеджер,57,от 110 000 до 200 000 KZT на руки,не требуется,ТОО Ломбард Арзан Акша,Вакансия опубликована 18 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",Пользователь ПК;Грамотная речь;Грамотность;Умение расставлять приоритеты;Русский язык;,https://almaty.hh.kz/vacancy/80650793
Эксперт-оценщик,57,от 120 000 KZT на руки,не требуется,ТОО Ломбард Малахит,Вакансия опубликована 22 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",Пользователь ПК;Грамотная речь;,https://almaty.hh.kz/vacancy/77426298
Эксперт-оценщик,57,от 143 000 до 350 000 KZT до вычета налогов,не требуется,ТОО Ломбард Караганда -Кредит,Вакансия опубликована 15 мая 2023 в Караганде,Алматы,сменный график,"Полная занятость, сменный график",Пользователь ПК;Работа с людьми;Грамотная речь;,https://almaty.hh.kz/vacancy/80448579
Машинист гранулятора (экструдера),109,от 170 000 до 200 000 KZT на руки,не требуется,ТОО Жанатехпром,Вакансия опубликована 14 мая 2023 в Караганде,"Караганда, Ишимская улица, 3",сменный график,"Полная занятость, сменный график",Работа в команде;Умение работать в условиях многозадачности;физическая выносливость;,https://almaty.hh.kz/vacancy/80389257
Специалист по взысканию просроченной задолженности,147,от 150 000 до 250 000 KZT на руки,не требуется,ТОО Коллекторское агентство «iCollect»,Вакансия опубликована 16 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80490627
Диспетчер,39,от 120 000 до 130 000 KZT до вычета налогов,не требуется,ТОО СборМет,Вакансия опубликована 1 мая 2023 в Караганде,"Караганда, улица Пирогова, 14",полный день,"Полная занятость, полный день",Четкая дикция;Навыки улаживания конфликтов;обработка входящей корреспонденции;Ответственность и пунктуальность;входящие звонки;Работа в условиях многозадачности;Работа с компьютером;Поиск и привлечение клиентов;исходящие звонки;Грамотная речь;Знание пк;Обработка исходящей корреспонденции;,https://almaty.hh.kz/vacancy/79949698
Помощник Мерчендайзера,77,от 120 000 до 120 000 KZT до вычета налогов,не требуется,ТОО 220 VOLT,Вакансия опубликована 5 мая 2023 в Караганде,"Караганда, улица Ермекова, 114",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80152198
Синоптик-метеоролог,40,от 200 000 до 350 000 KZT на руки,не требуется,Гос. корп. КАРАГАНДИНСКИЙ ФИЛИАЛ РГП НА ПХВ КАЗАЭРОНАВИГАЦИЯ КОМИТЕТА ГРАЖДАНСКОЙ АВИАЦИИ МИНИСТЕРСТВА ИНДУСТРИИ И ИНФРАСТРУКТУРНОГО РАЗВИТИЯ РК,Вакансия опубликована 3 мая 2023 в Караганде,"Бухар-Жырауский район, аэропорт Сары-Арка",полный день,"Полная занятость, полный день","Пользователь ПК;Образованность;Ответственность и пунктуальность;Коммуникабельность, ответственность;Ответственный подход к работе;",https://almaty.hh.kz/vacancy/80018729
Специалист по работе с просроченной задолженностью (SOFT-collection),120,от 110 000 до 500 000 KZT на руки,не требуется,ТОО iFinance,Вакансия опубликована 3 мая 2023 в Караганде,Алматы,полный день,"Полная занятость, полный день",Телефонные переговоры;Грамотная речь;Пользователь ПК;Деловая коммуникация;Работа с претензиями;Умение работать в коллективе;Навыки работы с возражениями;Работа с людьми;Консультирование клиентов;,https://almaty.hh.kz/vacancy/80019454
Электромонтер по ремонту и обслуживанию электротехнического оборудования,143,от 200 000 до 300 000 KZT на руки,не требуется,ТОО Kaz Build Company,Вакансия опубликована 12 мая 2023 в Караганде,"Караганда, 018-й учетный квартал",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80354967
Помощник судебного исполнителя,146,от 120 000 до 140 000 KZT на руки,не требуется,ИП Карипбекова Д.К.,Вакансия опубликована 12 мая 2023 в Караганде,"Караганда, проспект Нурсултана Назарбаева",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80329700
Повар-кассир в донерную (Майкудук),94,от 110 000 до 250 000 KZT на руки,не требуется,ТОО Sardarov family & friends company,Вакансия опубликована 10 мая 2023 в Караганде,"Караганда, 17-й микрорайон, 47",полный день,"Полная занятость, полный день",Поварское дело;,https://almaty.hh.kz/vacancy/80209149
