Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Музыкальный руководитель,Культура и спорт,от 103 500 тенге,"Учреждение ""Частный детский сад «Саулет»",Вакансия опубликована 16.02.2023,Адреса нет,полный день,Проектная работа,Профессиональная игра на инструменте;,https://enbek.kz/ru/vacancy/muzykalnyi-rukovoditel~2932834,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,"Учреждение ""Частный детский сад «Саулет»",Вакансия опубликована 16.02.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/vospitatel~2932835,Молодежная практика,
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ОрдаПринтСервис""",Вакансия опубликована 16.02.2023,Адреса нет,полный день,Проектная работа,Ведение делопроизводства;,https://enbek.kz/ru/vacancy/deloproizvoditel~2932797,Молодежная практика,Менеджмент
Учитель русского языка и литературы,Образование и воспитание,от 103 500 тенге,ИП САҚТАҒАН ТАЛАНТ НҰРЛАНҰЛЫ,Вакансия опубликована 16.02.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на казахском языке;,https://enbek.kz/ru/vacancy/uchitel-russkogo-yazyka-i-literatury~2932383,Молодежная практика,
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,ИП САҚТАҒАН ТАЛАНТ НҰРЛАНҰЛЫ,Вакансия опубликована 16.02.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~2932385,Молодежная практика,
Учитель казахского языка и литературы,Образование и воспитание,от 103 500 тенге,ИП САҚТАҒАН ТАЛАНТ НҰРЛАНҰЛЫ,Вакансия опубликована 16.02.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на казахском языке;,https://enbek.kz/ru/vacancy/uchitel-kazakhskogo-yazyka-i-literatury~2932381,Молодежная практика,
Дантист,Медицина и фармацевтика,от 103 500 тенге,"ИП ""КЕНШИМБАЕВ А.К.""",Вакансия опубликована 16.02.2023,Адреса нет,полный день,Проектная работа,"Лечение кариеса, некариозных поражений твердых тканей временных, постоянных зубов с несформированными корнями;",https://enbek.kz/ru/vacancy/dantist~2923013,Молодежная практика,Медицина
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Охранная фирма ""Нур Кузет""",Вакансия опубликована 15.02.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/deloproizvoditel~2930565,Первое рабочее место,Менеджмент
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"ИП ""КЕНШИМБАЕВ А.К.""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Оказание лечебно-профилактической помощи;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2923014,Молодежная практика,Медицина
Наладчик контрольно-измерительных приборов и автоматики,IT и телекоммуникации,от 103 500 тенге,"ИП ""АЛДАНАЗАРОВ Е""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Проведение электрических испытаний смонтированного электронного оборудования;,https://enbek.kz/ru/vacancy/naladchik-kontrolno-izmeritelnykh-priborov-i-avtomatiki~2913792,Молодежная практика,IT
Офис-менеджер,HR и секретариат,от 103 500 тенге,"ИП ""АЛДАНАЗАРОВ Е""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Прием и распределение входящих звонков;,https://enbek.kz/ru/vacancy/ofis-menedzher~2912015,Первое рабочее место,Менеджмент
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,"ИП ""АЛДАНАЗАРОВ Е""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Маркетинговая деятельность;,https://enbek.kz/ru/vacancy/smm-menedzher~2912016,Первое рабочее место,Журналистика
Маркетолог,Маркетинг и СМИ,от 103 500 тенге,"ИП ""АЛДАНАЗАРОВ Е""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,"Поиск, сбор и анализ информации;",https://enbek.kz/ru/vacancy/marketolog~2912018,Первое рабочее место,Журналистика
Техник-программист,IT и телекоммуникации,от 103 500 тенге,Кызылординский городской филиал Кызылординской области общественного объединения «Партия «AMANAT»,Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Проведение технического обслуживания оборудования;,https://enbek.kz/ru/vacancy/tekhnik-programmist~2918124,Молодежная практика,IT
Делопроизводитель,HR и секретариат,от 103 500 тенге,Кызылординский городской филиал Кызылординской области общественного объединения «Партия «AMANAT»,Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/deloproizvoditel~2918125,Молодежная практика,Менеджмент
Преподаватель ритмики и хореографии,Образование и воспитание,от 103 500 тенге,"Учреждение детский сад ""Айжұлдыз""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Разработка эскизов рисунков;,https://enbek.kz/ru/vacancy/prepodavatel-ritmiki-i-khoreografii~2917973,Молодежная практика,
Учитель музыки,Образование и воспитание,от 103 500 тенге,"Учреждение детский сад ""Айжұлдыз""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Основы музыкальной грамоты и хореографии;,https://enbek.kz/ru/vacancy/uchitel-muzyki~2917974,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,"Учреждение детский сад ""Айжұлдыз""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,"Сотрудничество с родителями, социальными партнерами;",https://enbek.kz/ru/vacancy/vospitatel~2917975,Молодежная практика,
Консультант по информационным системам,IT и телекоммуникации,от 103 500 тенге,"Корпоративный фонд ""Фонд ""Жас Отан"" по Кызылординской области",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,"Выявление, сбор, систематизация, обеспечение качества требований;",https://enbek.kz/ru/vacancy/konsultant-po-informacionnym-sistemam~2914101,Молодежная практика,IT
Финансист,Финансы и бухучет,от 103 500 тенге,"Кызылординский областной филиал акционерного общества ""Казпочта""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Финансово-хозяйственная деятельность;,https://enbek.kz/ru/vacancy/finansist~2913590,Молодежная практика,Финансы
Делопроизводитель,HR и секретариат,от 103 500 тенге,artorda,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/deloproizvoditel~2911748,Первое рабочее место,Менеджмент
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ALEXEY SULTAN-AKHMET""",Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Оказание первой медицинской помощи;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2911670,Молодежная практика,Медицина
Помощник учителя,Образование и воспитание,от 103 500 тенге,ИП Зерделі-Bala,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Проведение занятия/урока;,https://enbek.kz/ru/vacancy/pomoshchnik-uchitelya~2910097,Молодежная практика,
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Dr Abilzhanov""",Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Подготовка пациента к лечению;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2909942,Молодежная практика,Медицина
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Частное учреждение Детский ясли сад ""Сарыарқа-Қызылорда-2""",Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Ведение делопроизводства;,https://enbek.kz/ru/vacancy/deloproizvoditel~2909598,Первое рабочее место,Менеджмент
Экономист,Финансы и бухучет,от 103 500 тенге,"Филиал товарищество с ограниченной ответственностью ""Кредитное Товарищество ""Сырдария-1"" города Кызылорда",Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Внедрение плановой и учетной документации;,https://enbek.kz/ru/vacancy/ekonomist~2909290,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,"Филиал товарищество с ограниченной ответственностью ""Кредитное Товарищество ""Сырдария-1"" города Кызылорда",Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Заключение договоров и контрактов;,https://enbek.kz/ru/vacancy/yurist~2909291,Молодежная практика,Юриспруденция
Медицинская(ий) сестра/брат общей практики,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью """"Сабина-Нұр Мед""""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat-obshchei-praktiki~2905963,Молодежная практика,Медицина
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,"Учреждение ""ясли сад ""Детская Страна""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Организация учебно-воспитательного процесса;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~2893333,Первое рабочее место,
Преподаватель по физической культуре,Культура и спорт,от 103 500 тенге,"Учреждение ""ясли сад ""Детская Страна""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Оценка физического состояния учащихся;,https://enbek.kz/ru/vacancy/prepodavatel-po-fizicheskoi-kulture~2893334,Первое рабочее место,
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,"Учреждение ""ясли сад ""Детская Страна""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Оказание помощи инвалидам и лицам с ограниченными возможностями здоровья;,https://enbek.kz/ru/vacancy/logoped-defektolog~2893335,Первое рабочее место,
Психолог,Медицина и фармацевтика,от 103 500 тенге,"Учреждение ""ясли сад ""Детская Страна""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Исследование динамики психических нарушений;,https://enbek.kz/ru/vacancy/psikholog~2893336,Первое рабочее место,Медицина
Учитель музыки,Образование и воспитание,от 103 500 тенге,"Учреждение ""ясли сад ""Детская Страна""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Основы музыкальной грамоты и хореографии;,https://enbek.kz/ru/vacancy/uchitel-muzyki~2893338,Первое рабочее место,
Воспитатель,Образование и воспитание,от 103 500 тенге,"Учреждение ""ясли сад ""Детская Страна""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,"Сотрудничество с родителями, социальными партнерами;",https://enbek.kz/ru/vacancy/vospitatel~2893340,Первое рабочее место,
Преподаватель по физической культуре,Культура и спорт,от 103 500 тенге,"Учреждение ""Ясли сад ""Елігім""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Планирование тренировочного процесса;,https://enbek.kz/ru/vacancy/prepodavatel-po-fizicheskoi-kulture~2902403,Молодежная практика,
Ассистент бухгалтера,Финансы и бухучет,от 103 500 тенге,"Учреждение ""Ясли сад ""Елігім""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Учет товарно-материальных ценностей;,https://enbek.kz/ru/vacancy/assistent-bukhgaltera~2902404,Молодежная практика,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,Айдана,Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~2900768,Первое рабочее место,Финансы
Бухгалтер (средней квалификации),Финансы и бухучет,от 103 500 тенге,Айдана,Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter-(srednei-kvalifikacii)~2900769,Первое рабочее место,Финансы
Радиотехник,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Адиль KZ""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Установка и настройка ПО телекоммуникационного оборудования;,https://enbek.kz/ru/vacancy/radiotekhnik~2899038,Молодежная практика,IT
Медицинская(ий) сестра/брат по уходу,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""СтомЦентр Кызылорда""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Оказание доврачебной медицинской помощи;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat-po-ukhodu~2897455,Первое рабочее место,Медицина
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Учреждение детский сад ""Алан Орда""",Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,Ведение электронной базы данных;,https://enbek.kz/ru/vacancy/deloproizvoditel~2896566,Молодежная практика,Менеджмент
Дантист,Медицина и фармацевтика,от 103 500 тенге,Ералиев Н,Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,"Лечение кариеса, некариозных поражений твердых тканей временных, постоянных зубов с несформированными корнями;",https://enbek.kz/ru/vacancy/dantist~2896193,Молодежная практика,Медицина
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Частное образовательное учреждение ""ГЧП ясли-сад ""Сыр перзенті""",Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,Оказание первой медицинской помощи;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2895833,Первое рабочее место,Медицина
Преподаватель по физической культуре,Образование и воспитание,от 103 500 тенге,"Частное образовательное учреждение ""ГЧП ясли-сад ""Сыр перзенті""",Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,Проведение групповых и индивидуальных занятий;,https://enbek.kz/ru/vacancy/prepodavatel-po-fizicheskoi-kulture~2895834,Первое рабочее место,
Преподаватель танцев,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Дамир"" Балабақшасы""",Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,Основы музыкальной грамоты и хореографии;,https://enbek.kz/ru/vacancy/prepodavatel-tancev~2894683,Молодежная практика,
Преподаватель вокала (пения),Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Дамир"" Балабақшасы""",Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,Основы музыкальной грамоты и хореографии;,https://enbek.kz/ru/vacancy/prepodavatel-vokala-(peniya)~2894684,Молодежная практика,
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ansar- Kausar2020""",Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~2893978,Первое рабочее место,
Юрист,Юриспруденция,от 103 500 тенге,"Государственное учреждение ""Департамент полиции Кызылординской области Министерства внутренних дел Республики Казахстан""",Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2893937,Молодежная практика,Юриспруденция
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Учреждение ""ясли сад ""Детская Страна""",Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2893337,Первое рабочее место,Медицина
Инструктор по физической культуре,Образование и воспитание,от 103 500 тенге,"Коммунальное государственное казенное предприятие ""Ясли - сад ""Сыр жұлдызы"" отдела образования по городу Кызылорда управления образования Кызылординской области""",Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,Планирование тренировочного процесса;,https://enbek.kz/ru/vacancy/instruktor-po-fizicheskoi-kulture~2893308,Молодежная практика,
Учитель музыки,Образование и воспитание,от 103 500 тенге,"Коммунальное государственное казенное предприятие ""Ясли - сад ""Сыр жұлдызы"" отдела образования по городу Кызылорда управления образования Кызылординской области""",Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,Основы музыкальной грамоты и хореографии;,https://enbek.kz/ru/vacancy/uchitel-muzyki~2893309,Молодежная практика,
Помощник воспитателя,Образование и воспитание,от 103 500 тенге,"Учреждение ""ясли сад ""Детская Страна""",Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,Уход за младенцем;,https://enbek.kz/ru/vacancy/pomoshchnik-vospitatelya~2893339,Первое рабочее место,
Артист оркестра,Культура и спорт,от 103 500 тенге,"Коммунальное государственное казенное предприятие ""Дом культуры Кызылжарма"" аппарата акима сельского округа Кызылжарма города Кызылорды",Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,"Наличие вокальных данных, музыкального слуха и чувства ритма;",https://enbek.kz/ru/vacancy/artist-orkestra~2892312,Молодежная практика,
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Кызылординская железнодорожная больница""",Вакансия опубликована 24.01.2023,Адреса нет,полный день,Проектная работа,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2874895,Молодежная практика,Медицина
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Общественный благотворительный фонд ""Дети Арала""",Вакансия опубликована 24.01.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/deloproizvoditel~2872584,Молодежная практика,Менеджмент
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,"ИП  ""САТЫГУЛОВА""",Вакансия опубликована 24.01.2023,Адреса нет,полный день,Проектная работа,Организация учебно-воспитательного процесса;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~2865139,Молодежная практика,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"ИП  ""САТЫГУЛОВА""",Вакансия опубликована 24.01.2023,Адреса нет,полный день,Проектная работа,Ведение учебной документации;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2865140,Молодежная практика,
Тренер,Культура и спорт,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Орда Партнер""",Вакансия опубликована 23.01.2023,Адреса нет,полный день,Проектная работа,Планирование тренировочного процесса;,https://enbek.kz/ru/vacancy/trener~2871034,Молодежная практика,
Специалист по администрированию баз данных (администратор баз данных),IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Орда Партнер""",Вакансия опубликована 23.01.2023,Адреса нет,полный день,Проектная работа,"Мониторинг работы БД, сбор статистической информации о работе БД;",https://enbek.kz/ru/vacancy/specialist-po-administrirovaniyu-baz-dannykh-(administrator-baz-dannykh)~2871036,Молодежная практика,IT
Техник-программист,IT и телекоммуникации,от 103 500 тенге,Общественное объединение «Организация ветеранов по Кызылординской области»,Вакансия опубликована 23.01.2023,Адреса нет,полный день,Проектная работа,Проведение технического обслуживания оборудования;,https://enbek.kz/ru/vacancy/tekhnik-programmist~2870302,Молодежная практика,IT
Видеооператор,IT и телекоммуникации,от 103 500 тенге,"Коммунальное государственное учреждение ""Средняя школа № 261 имени Серали Лапина"" отдела образования по городу Кызылорда управления образования Кызылординской области""",Вакансия опубликована 23.01.2023,Адреса нет,полный день,Проектная работа,"Подготовка аудио, видеорепортажей с места событий;",https://enbek.kz/ru/vacancy/videooperator~2870099,Молодежная практика,IT
Учитель музыки,Образование и воспитание,от 103 500 тенге,"Коммунальное государственное учреждение ""Средняя школа № 261 имени Серали Лапина"" отдела образования по городу Кызылорда управления образования Кызылординской области""",Вакансия опубликована 23.01.2023,Адреса нет,полный день,Проектная работа,Профессиональная игра на инструменте;,https://enbek.kz/ru/vacancy/uchitel-muzyki~2870100,Молодежная практика,
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,"Коммунальное государственное учреждение ""Средняя школа № 261 имени Серали Лапина"" отдела образования по городу Кызылорда управления образования Кызылординской области""",Вакансия опубликована 23.01.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~2870102,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,"Учреждение ""ЕРАЛАШ-2015""",Вакансия опубликована 23.01.2023,Адреса нет,полный день,Проектная работа,"Сотрудничество с родителями, социальными партнерами;",https://enbek.kz/ru/vacancy/vospitatel~2869435,Молодежная практика,
Учитель физической культуры и спорта,Образование и воспитание,от 103 500 тенге,Салима,Вакансия опубликована 20.01.2023,Адреса нет,полный день,Проектная работа,Проведение аттестации профессионального уровня;,https://enbek.kz/ru/vacancy/uchitel-fizicheskoi-kultury-i-sporta~2867601,Молодежная практика,
Учитель русского языка и литературы,Образование и воспитание,от 103 500 тенге,Салима,Вакансия опубликована 20.01.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-russkogo-yazyka-i-literatury~2867603,Молодежная практика,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,Салима,Вакансия опубликована 20.01.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2867604,Молодежная практика,
Фармацевт (средней квалификации),Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Lab Service company""",Вакансия опубликована 20.01.2023,Адреса нет,полный день,Проектная работа,Сортировка поступающих лекарственных средств;,https://enbek.kz/ru/vacancy/farmacevt-(srednei-kvalifikacii)~2865953,Молодежная практика,Медицина
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Мәртебе.KZ""",Вакансия опубликована 19.01.2023,Адреса нет,полный день,Проектная работа,Компьютерная грамотность;,https://enbek.kz/ru/vacancy/deloproizvoditel~2864887,Молодежная практика,Менеджмент
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Центр Сана-Сезим""",Вакансия опубликована 19.01.2023,Адреса нет,полный день,Проектная работа,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2864635,Молодежная практика,Медицина
Инженер по автоматизации,IT и телекоммуникации,от 103 500 тенге,"Кызылординский областной филиал акционерного общества ""Республиканская Телерадиокорпорация ""Казахстан""",Вакансия опубликована 19.01.2023,Адреса нет,полный день,Проектная работа,Работа с информационными системами и базами данных;,https://enbek.kz/ru/vacancy/inzhener-po-avtomatizacii~2864586,Молодежная практика,IT
Телеоператор,Маркетинг и СМИ,от 103 500 тенге,"Кызылординский областной филиал акционерного общества ""Республиканская Телерадиокорпорация ""Казахстан""",Вакансия опубликована 19.01.2023,Адреса нет,полный день,Проектная работа,"Подготовка аудио, видеорепортажей с места событий;",https://enbek.kz/ru/vacancy/teleoperator~2864587,Молодежная практика,Журналистика
Редактор (общий профиль),Маркетинг и СМИ,от 103 500 тенге,"Кызылординский областной филиал акционерного общества ""Республиканская Телерадиокорпорация ""Казахстан""",Вакансия опубликована 19.01.2023,Адреса нет,полный день,Проектная работа,Выбор материалов для публикации;,https://enbek.kz/ru/vacancy/redaktor-(obshchii-profil)~2864588,Молодежная практика,Журналистика
Напайщик,Производство,от 103 500 тенге,"Коммунальное государственное казенное предприятие ""Кызылординский аграрно-технический высший колледж имени И.Абдукаримова"" управления образования Кызылординской области",Вакансия опубликована 18.01.2023,Адреса нет,полный день,Проектная работа,Поддержание заданной температуры печи;,https://enbek.kz/ru/vacancy/napaishchik~2860069,Молодежная практика,Сервисное обслуживание/производство
Инженер-программист,IT и телекоммуникации,от 103 500 тенге,"Коммунальное государственное казенное предприятие ""Кызылординский аграрно-технический высший колледж имени И.Абдукаримова"" управления образования Кызылординской области",Вакансия опубликована 18.01.2023,Адреса нет,полный день,Проектная работа,Составление алгоритма программного кода;,https://enbek.kz/ru/vacancy/inzhener-programmist~2860072,Молодежная практика,IT
Техник по робототехнике,IT и телекоммуникации,от 103 500 тенге,"Коммунальное государственное казенное предприятие ""Кызылординский аграрно-технический высший колледж имени И.Абдукаримова"" управления образования Кызылординской области",Вакансия опубликована 18.01.2023,Адреса нет,полный день,Проектная работа,Проведение технического обслуживания компьютеров и периферийного оборудования и их эксплуатация;,https://enbek.kz/ru/vacancy/tekhnik-po-robototekhnike~2860073,Молодежная практика,IT
Дантист,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""THE BIG IDEA""",Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,Лечение воспалительных заболеваний челюстно-лицевой области;,https://enbek.kz/ru/vacancy/dantist~2855345,Молодежная практика,Медицина
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"ИП  ""САТЫГУЛОВА""",Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,Моделирование урока;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2855450,Молодежная практика,
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""AraiMed""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Адаптация к изменяющейся ситуации;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2854717,Молодежная практика,Медицина
Учитель информатики,Образование и воспитание,от 103 500 тенге,"Коммунальное государственное учреждение ""Школа-лицей №264 имени Такея Есетова"" отдела образования по городу Кызылорда управления образования Кызылординской области""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Использование межпредметных связей;,https://enbek.kz/ru/vacancy/uchitel-informatiki~2854434,Молодежная практика,
Учитель иностранного языка начального образования,Образование и воспитание,от 103 500 тенге,"Коммунальное государственное учреждение ""Школа-лицей №264 имени Такея Есетова"" отдела образования по городу Кызылорда управления образования Кызылординской области""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Организация учебно-воспитательного процесса;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka-nachalnogo-obrazovaniya~2854433,Молодежная практика,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Коммунальное государственное учреждение ""Школа-лицей №264 имени Такея Есетова"" отдела образования по городу Кызылорда управления образования Кызылординской области""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2854435,Молодежная практика,Финансы
Учитель казахского языка и литературы,Образование и воспитание,от 103 500 тенге,"Коммунальное государственное учреждение ""Школа-лицей №264 имени Такея Есетова"" отдела образования по городу Кызылорда управления образования Кызылординской области""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Ведение учебной документации;,https://enbek.kz/ru/vacancy/uchitel-kazakhskogo-yazyka-i-literatury~2854436,Молодежная практика,
