Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Экономист,Финансы и бухучет,от 138 000 тенге,"Товарищество с ограниченной ответственностью ""Mol Nur Group""",Вакансия опубликована 02.05.2023,Адреса нет,полный день,Проектная работа,Финансовое планирование;,https://enbek.kz/ru/vacancy/ekonomist~3070319,Молодежная практика,Финансы
Актер,Культура и спорт,от 138 000 тенге,"Товарищество с ограниченной ответственностью ""Community Media Hub""",Вакансия опубликована 27.04.2023,Адреса нет,полный день,Проектная работа,Владение методами создания художественного образа актерскими средствами;,https://enbek.kz/ru/vacancy/akter~3067110,Молодежная практика,
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 138 000 тенге,"Товарищество с ограниченной ответственностью ""R.T.A. Group""",Вакансия опубликована 26.04.2023,Адреса нет,полный день,Проектная работа,Оформление технической документации;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~3064494,Молодежная практика,Медицина
Швея,Производство,от 103 500 тенге,Aziz Group,Вакансия опубликована 25.04.2023,Адреса нет,полный день,Проектная работа,Вышивка рисунка композиции;,https://enbek.kz/ru/vacancy/shveya~3061442,Первое рабочее место,Сервисное обслуживание/производство
Финансист,Финансы и бухучет,от 138 000 тенге,"Товарищество с ограниченной ответственностью ""Торгово-промышленная компания ""KazExim"" """,Вакансия опубликована 24.04.2023,Адреса нет,полный день,Проектная работа,Контроль финансово-экономической деятельности организации;,https://enbek.kz/ru/vacancy/finansist~3059083,Молодежная практика,Финансы
Дизайнер Web-сайтов,IT и телекоммуникации,от 138 000 тенге,"Республиканское государственное учреждение ""Управление государственных доходов по Алмалинскому району Департамента государственных доходов по городу Алматы Комитета государственных доходов Министерства финансов Республики Казахстан""",Вакансия опубликована 24.04.2023,Адреса нет,полный день,Проектная работа,Подготовка дизайна эскизов мультимедиа;,https://enbek.kz/ru/vacancy/dizainer-web-saitov~3058722,Молодежная практика,IT
Швея,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""TENGRY ASIA GROUP""",Вакансия опубликована 24.04.2023,Адреса нет,полный день,Проектная работа,Работы по пошиву изделий по индивидуальным заказам;,https://enbek.kz/ru/vacancy/shveya~3057989,Первое рабочее место,Сервисное обслуживание/производство
PR-менеджер,Маркетинг и СМИ,от 103 500 тенге,ИП Садуакасова,Вакансия опубликована 24.04.2023,Адреса нет,полный день,Проектная работа,Оценка показателей качества на соответствие;,https://enbek.kz/ru/vacancy/pr-menedzher~3057646,Первое рабочее место,Журналистика
Менеджер по онлайн-продажам,Маркетинг и СМИ,от 103 500 тенге,DIGGERS SERVICE,Вакансия опубликована 21.04.2023,Адреса нет,полный день,Проектная работа,Поиск потенциальных клиентов;,https://enbek.kz/ru/vacancy/menedzher-po-onlain-prodazham~3056295,Первое рабочее место,Журналистика
Бухгалтер (средней квалификации),Финансы и бухучет,от 138 000 тенге,"Товарищество с ограниченной ответственностью ""Plastok""",Вакансия опубликована 21.04.2023,Адреса нет,полный день,Проектная работа,Учет денежных средств;,https://enbek.kz/ru/vacancy/bukhgalter-(srednei-kvalifikacii)~3056009,Молодежная практика,Финансы
Финансист,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""КазПрайс""",Вакансия опубликована 20.04.2023,Адреса нет,полный день,Проектная работа,Финансовое планирование;,https://enbek.kz/ru/vacancy/finansist~3054609,Первое рабочее место,Финансы
Помощник бухгалтера,Финансы и бухучет,от 138 000 тенге,"Товарищество с ограниченной ответственностью ""Account garanti Service""",Вакансия опубликована 19.04.2023,Адреса нет,полный день,Проектная работа,Учет денежных средств;,https://enbek.kz/ru/vacancy/pomoshchnik-bukhgaltera~3051952,Молодежная практика,Финансы
Офис-менеджер,HR и секретариат,от 138 000 тенге,Эмильда,Вакансия опубликована 19.04.2023,Адреса нет,полный день,Проектная работа,Подготовка писем и обращений;,https://enbek.kz/ru/vacancy/ofis-menedzher~3051646,Молодежная практика,Менеджмент
Администратор информационных систем,IT и телекоммуникации,от 138 000 тенге,"Общественный фонд ""JanAnaAlmaty""",Вакансия опубликована 19.04.2023,Адреса нет,полный день,Проектная работа,Исправление неисправностей компьютерных систем и комплексов;,https://enbek.kz/ru/vacancy/administrator-informacionnykh-sistem~3051010,Молодежная практика,IT
Экономист,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Best Service Personal""",Вакансия опубликована 19.04.2023,Адреса нет,полный день,Проектная работа,Идентификация и оценивание продукта;,https://enbek.kz/ru/vacancy/ekonomist~3050946,Первое рабочее место,Финансы
Заместитель начальника управления,Руководители,от 138 000 тенге,ИП Консьерж Сервис,Вакансия опубликована 19.04.2023,Адреса нет,полный день,Проектная работа,"Контроль соблюдения правил трудового распорядка, охраны труда, пожарной безопасности;",https://enbek.kz/ru/vacancy/zamestitel-nachalnika-upravleniya~3050302,Молодежная практика,
Юрист,Юриспруденция,от 138 000 тенге,"Коммунальное государственное учреждение ""Аппарат акима Наурызбайского района города Алматы""",Вакансия опубликована 18.04.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию с физическими и юридическими лицами;,https://enbek.kz/ru/vacancy/yurist~3047931,Молодежная практика,Юриспруденция
Личный помощник,HR и секретариат,от 103 500 тенге,"Индивидуальный предприниматель ""Адилет""",Вакансия опубликована 18.04.2023,Адреса нет,полный день,Проектная работа,"Учет и хранение, передача документов в подразделения;",https://enbek.kz/ru/vacancy/lichnyi-pomoshchnik~3047237,Первое рабочее место,Менеджмент
Журналист,Маркетинг и СМИ,от 103 500 тенге,MANSUR GROUP,Вакансия опубликована 17.04.2023,Адреса нет,полный день,Проектная работа,"Поддержка веб-страницы компании в Интернете, социальных сетях;",https://enbek.kz/ru/vacancy/zhurnalist~3045570,Первое рабочее место,Журналистика
