Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""WOWKZ""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2896715,Молодежная практика,Финансы
Инженер-эколог,Наука и консалтинг,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Казэкоэксперт""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Охрана окружающей среды и экологической безопасности;,https://enbek.kz/ru/vacancy/inzhener-ekolog~2903901,Молодежная практика,Наука
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""IRP LAB""",Вакансия опубликована 05.02.2023,Адреса нет,полный день,Проектная работа,Ведение установленных форм учета;,https://enbek.kz/ru/vacancy/bukhgalter~2891383,Молодежная практика,Финансы
Финансист,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Kazdream Special Systems""",Вакансия опубликована 05.02.2023,Адреса нет,полный день,Проектная работа,Контроль финансово-экономической деятельности организации;,https://enbek.kz/ru/vacancy/finansist~2896743,Молодежная практика,Финансы
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""KOMPRA""",Вакансия опубликована 05.02.2023,Адреса нет,полный день,Проектная работа,Испытание узлов и деталей для промышленного робота;,https://enbek.kz/ru/vacancy/tekhnik-programmist~2904712,Молодежная практика,IT
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Kazdream Solutions""",Вакансия опубликована 05.02.2023,Адреса нет,полный день,Проектная работа,Ведение установленных форм учета;,https://enbek.kz/ru/vacancy/bukhgalter~2904714,Молодежная практика,Финансы
Архитектор-дизайнер,Строительство и архитектура,от 103 500 тенге,ИП КАЗПРИНТСЕРВИС,Вакансия опубликована 05.02.2023,Адреса нет,полный день,Проектная работа,Разработка документации и чертежей;,https://enbek.kz/ru/vacancy/arkhitektor-dizainer~2904647,Молодежная практика,Строительство и архитектура
Архитектор-дизайнер,Строительство и архитектура,от 103 500 тенге,ИП КАЗПРИНТСЕРВИС,Вакансия опубликована 05.02.2023,Адреса нет,полный день,Проектная работа,Разработка документации и чертежей;,https://enbek.kz/ru/vacancy/arkhitektor-dizainer~2904648,Первое рабочее место,Строительство и архитектура
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП Веломотор,Вакансия опубликована 04.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2904564,Молодежная практика,Финансы
Журналист,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""BILIM AINASY""",Вакансия опубликована 04.02.2023,Адреса нет,полный день,Проектная работа,Интервью с политическими и другими общественными деятелями на пресс-конференциях;,https://enbek.kz/ru/vacancy/zhurnalist~2897672,Молодежная практика,Журналистика
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,ИП Шерниязова Карлыгаш,Вакансия опубликована 04.02.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2904377,Молодежная практика,
Хореограф,Культура и спорт,от 103 500 тенге,ИП Шерниязова Карлыгаш,Вакансия опубликована 04.02.2023,Адреса нет,полный день,Проектная работа,Организаторские навыки;,https://enbek.kz/ru/vacancy/khoreograf~2904375,Молодежная практика,
Офис-менеджер,HR и секретариат,от 103 500 тенге,ИП ABISHEV GROUP,Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Подготовка писем и обращений;,https://enbek.kz/ru/vacancy/ofis-menedzher~2904105,Первое рабочее место,Менеджмент
Графический дизайнер,IT и телекоммуникации,от 103 500 тенге,ИП ABISHEV GROUP,Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,"Знание програм Corel Draw, PhotoShop;",https://enbek.kz/ru/vacancy/graficheskii-dizainer~2904108,Молодежная практика,IT
Журналист,Маркетинг и СМИ,от 103 500 тенге,Sham-El,Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,"Сбор местных, национальных и международных новостей посредством интервью;",https://enbek.kz/ru/vacancy/zhurnalist~2903671,Молодежная практика,Журналистика
Учитель изобразительного искусства,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Career and Education Center""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Разработка эскизов рисунков;,https://enbek.kz/ru/vacancy/uchitel-izobrazitelnogo-iskusstva~2897940,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ақылбек-S""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,"Сотрудничество с родителями, социальными партнерами;",https://enbek.kz/ru/vacancy/vospitatel~2903443,Молодежная практика,
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ақылбек-S""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Организация учебно-воспитательного процесса;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~2903444,Молодежная практика,
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ақылбек-S""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Организация учебно-воспитательного процесса;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~2903421,Первое рабочее место,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"ИП ""АудБух""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Обучаем бухгалтерии с нуля;,https://enbek.kz/ru/vacancy/bukhgalter~2903111,Молодежная практика,Финансы
Швея,Производство,от 103 500 тенге,ИП Береке 111,Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Подготовка эскизов и лекал;,https://enbek.kz/ru/vacancy/shveya~2902703,Молодежная практика,Сервисное обслуживание/производство
Секретарь,HR и секретариат,от 103 500 тенге,Дәстүр,Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Прием и распределение входящих звонков;,https://enbek.kz/ru/vacancy/sekretar~2902311,Первое рабочее место,Менеджмент
Учитель физической культуры и спорта,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Intel ART""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Оценка физического состояния учащихся;,https://enbek.kz/ru/vacancy/uchitel-fizicheskoi-kultury-i-sporta~2902224,Молодежная практика,
Офис-менеджер,HR и секретариат,от 103 500 тенге,"Частный фонд ""EDUCATIONAL SPACE""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Учет и регистрация документов;,https://enbek.kz/ru/vacancy/ofis-menedzher~2895258,Первое рабочее место,Менеджмент
Административный секретарь,HR и секретариат,от 103 500 тенге,КӨКТАЛ БАЛАЛАР КОВОРКИНГ ОРТАЛЫҒЫ,Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Прием и распределение входящих звонков;,https://enbek.kz/ru/vacancy/administrativnyi-sekretar~2902188,Первое рабочее место,Менеджмент
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Общественное объединение ""Объединение инвалидов ""Береке Астана""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/deloproizvoditel~2900553,Молодежная практика,Менеджмент
Административный секретарь,HR и секретариат,от 103 500 тенге,ИП АППАСОВ Н.С.,Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Прием и распределение входящих звонков;,https://enbek.kz/ru/vacancy/administrativnyi-sekretar~2902096,Первое рабочее место,Менеджмент
Помощник воспитателя,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""НС АРАЙ""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Игра с детьми;,https://enbek.kz/ru/vacancy/pomoshchnik-vospitatelya~2902077,Первое рабочее место,
Юрист,Юриспруденция,от 103 500 тенге,"Республиканское государственное учреждение ""Инспекция транспортного контроля по городу Нур-Султан"" Комитета транспорта Министерства индустрии и инфраструктурного развития Республики Казахстан""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2900056,Молодежная практика,Юриспруденция
Специалист по стандартизации,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Стройинжиниринг Астана""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Координация работы по стандартизации и сертификации продукции;,https://enbek.kz/ru/vacancy/specialist-po-standartizacii~2901206,Молодежная практика,Сервисное обслуживание/производство
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Q-Arts production""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2901101,Молодежная практика,Медицина
Художник,Культура и спорт,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Q-Arts production""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Работа в творческом коллективе с художником;,https://enbek.kz/ru/vacancy/khudozhnik~2901102,Молодежная практика,
Преподаватель вокала (пения),Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Q-Arts production""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Профессиональная игра на инструменте;,https://enbek.kz/ru/vacancy/prepodavatel-vokala-(peniya)~2901103,Первое рабочее место,
Дизайнер по одежде,Производство,от 103 500 тенге,Талапкер,Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Расчет изделия и отделочных деталей по плотности вязания;,https://enbek.kz/ru/vacancy/dizainer-po-odezhde~2898959,Первое рабочее место,Сервисное обслуживание/производство
Техник-программист,IT и телекоммуникации,от 103 500 тенге,ИП Ақмарал,Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,"Исправление неисправностей компьютеров, периферийного оборудования и программного обеспечения;",https://enbek.kz/ru/vacancy/tekhnik-programmist~2901055,Молодежная практика,IT
Сборщик мебели (деревянной),Производство,от 103 500 тенге,ИП Ақмарал,Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Сборка и разборка мебели;,https://enbek.kz/ru/vacancy/sborshchik-mebeli-(derevyannoi)~2901053,Первое рабочее место,Сервисное обслуживание/производство
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Best consulting company""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2888052,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,ИП Ашенов,Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yurist~2888296,Молодежная практика,Юриспруденция
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Интер Стиль KZ""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Рассмотрение жалоб и претензий по спорным вопросам;,https://enbek.kz/ru/vacancy/yurist~2888307,Молодежная практика,Юриспруденция
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""NASIP Group""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2888315,Молодежная практика,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Общественное объединение ""Центр исследования и консалтинга""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Организация бухгалтерского учета и финансово-хозяйственной деятельности;,https://enbek.kz/ru/vacancy/bukhgalter~2888413,Молодежная практика,Финансы
Оценщик,Финансы и бухучет,от 103 500 тенге,"Филиал Товарищества с ограниченной ответственностью ""Независимая оценочная компания ""KazPrice"" в городе Астана",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Оформление операции с недвижимостью;,https://enbek.kz/ru/vacancy/ocenshchik~2888540,Молодежная практика,Финансы
Оценщик недвижимости,Финансы и бухучет,от 103 500 тенге,"Филиал Товарищества с ограниченной ответственностью ""Независимая оценочная компания ""KazPrice"" в городе Астана",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Изучение спроса и предложений на рынке недвижимости;,https://enbek.kz/ru/vacancy/ocenshchik-nedvizhimosti~2888541,Первое рабочее место,Финансы
Швея,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Швейная фабрика ""Esatto""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Подготовка эскизов и лекал;,https://enbek.kz/ru/vacancy/shveya~2888727,Молодежная практика,Сервисное обслуживание/производство
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Астанайка""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Ораторские навыки;,https://enbek.kz/ru/vacancy/vospitatel~2888737,Молодежная практика,
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Green clinic""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Обслуживание физических и юридических лиц;,https://enbek.kz/ru/vacancy/yurist~2890534,Молодежная практика,Юриспруденция
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Green clinic""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2890535,Молодежная практика,Финансы
Специалист по системе менеджмента качества,Наука и консалтинг,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Unit Consulting Group""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,"Подготовка документов по стандартизации, сертификации и патентоведению;",https://enbek.kz/ru/vacancy/specialist-po-sisteme-menedzhmenta-kachestva~2890600,Молодежная практика,Наука
Бухгалтер (средней квалификации),Финансы и бухучет,от 103 500 тенге,ИП САЙРАНБАЙ,Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Учет денежных средств;,https://enbek.kz/ru/vacancy/bukhgalter-(srednei-kvalifikacii)~2900973,Первое рабочее место,Финансы
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Государственное коммунальное казенное предприятие ""Технологический колледж"" акимата города Нур-Султан",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Учет и регистрация документов;,https://enbek.kz/ru/vacancy/deloproizvoditel~2900588,Молодежная практика,Менеджмент
Архивариус,HR и секретариат,от 103 500 тенге,"Государственное коммунальное казенное предприятие ""Технологический колледж"" акимата города Нур-Султан",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Работа с архивом;,https://enbek.kz/ru/vacancy/arkhivarius~2900589,Молодежная практика,Менеджмент
Бухгалтер (средней квалификации),Финансы и бухучет,от 103 500 тенге,"Государственное коммунальное казенное предприятие ""Технологический колледж"" акимата города Нур-Султан",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Учет товарно-материальных ценностей;,https://enbek.kz/ru/vacancy/bukhgalter-(srednei-kvalifikacii)~2900590,Молодежная практика,Финансы
Швея,Производство,от 103 500 тенге,"ИП ""ЛИЗА""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Подготовка эскизов и лекал;,https://enbek.kz/ru/vacancy/shveya~2900389,Молодежная практика,Сервисное обслуживание/производство
Ассистент (общий профиль),HR и секретариат,от 103 500 тенге,"ИП ""ЛИЗА""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,"Учет и хранение, передача документов в подразделения;",https://enbek.kz/ru/vacancy/assistent-(obshchii-profil)~2900370,Первое рабочее место,Менеджмент
Инженер-программист,IT и телекоммуникации,от 103 500 тенге,"Государственное учреждение ""Аппарат акима района ""Сарыарка"" города Астаны",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Сервисное обслуживание аппаратного и программного обеспечения;,https://enbek.kz/ru/vacancy/inzhener-programmist~2900076,Молодежная практика,IT
Преподаватель (в системе дошкольного воспитания и обучения),Образование и воспитание,от 103 500 тенге,ИП Bilimal,Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Знание методов диагностики личностного потенциала обучающего;,https://enbek.kz/ru/vacancy/prepodavatel-(v-sisteme-doshkolnogo-vospitaniya-i-obucheniya)~2900040,Молодежная практика,
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""SADI-групп""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yurist~2899323,Первое рабочее место,Юриспруденция
Юрист,Юриспруденция,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Агентства Республики Казахстан по делам государственной службы по городу Астане""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,умение работать с клиентом;,https://enbek.kz/ru/vacancy/yurist~2899823,Молодежная практика,Юриспруденция
Архивариус,HR и секретариат,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Агентства Республики Казахстан по делам государственной службы по городу Астане""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Организация документооборота;,https://enbek.kz/ru/vacancy/arkhivarius~2899824,Молодежная практика,Менеджмент
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Агентства Республики Казахстан по делам государственной службы по городу Астане""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2899825,Молодежная практика,Финансы
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""РЕСПУБЛИКАНСКИЙ ЦЕНТР ПО ПОВЫШЕНИЮ КВАЛИФИКАЦИИ И ПЕРЕПОДГОТОВКИ ПЕДАГОГОВ КАЗАХСТАНА ""BILIM - ORKENIETI""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2899622,Первое рабочее место,
Юрист,Юриспруденция,от 103 500 тенге,ИП Дюсембаева,Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2899353,Молодежная практика,Юриспруденция
Финансист,Финансы и бухучет,от 103 500 тенге,ИП Дюсембаева,Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Контроль финансово-экономической деятельности организации;,https://enbek.kz/ru/vacancy/finansist~2899354,Молодежная практика,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП Дюсембаева,Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,"Ведение кассовых, организационно-распорядительных, отчетных документов;",https://enbek.kz/ru/vacancy/bukhgalter~2899355,Молодежная практика,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""FinX""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~2899301,Молодежная практика,Финансы
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,OQU EASY education center,Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Проведение переговоров и формирование коммерческих документов и соглашений;,https://enbek.kz/ru/vacancy/smm-menedzher~2899313,Первое рабочее место,Журналистика
Юрист,Юриспруденция,от 103 500 тенге,"Коммунальное государственное учреждение ""Центр поддержки института семьи ""Жанұя"" акимата города Астаны",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yurist~2899130,Молодежная практика,Юриспруденция
Журналист,Маркетинг и СМИ,от 103 500 тенге,"Коммунальное государственное учреждение ""Центр поддержки института семьи ""Жанұя"" акимата города Астаны",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,"Анализ потока событий, обработка актуальных событий, написание материала;",https://enbek.kz/ru/vacancy/zhurnalist~2899131,Молодежная практика,Журналистика
Инженер-программист,IT и телекоммуникации,от 103 500 тенге,"Коммунальное государственное учреждение ""Центр поддержки института семьи ""Жанұя"" акимата города Астаны",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Сервисное обслуживание аппаратного и программного обеспечения;,https://enbek.kz/ru/vacancy/inzhener-programmist~2899133,Молодежная практика,IT
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Коммунальное государственное учреждение ""Центр поддержки института семьи ""Жанұя"" акимата города Астаны",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Организация бухгалтерского учета и финансово-хозяйственной деятельности;,https://enbek.kz/ru/vacancy/bukhgalter~2899132,Молодежная практика,Финансы
Фотограф,Культура и спорт,от 103 500 тенге,GoodZone,Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,"Подготовка фотографий для рекламы или в других коммерческих, промышленных или научных целях;",https://enbek.kz/ru/vacancy/fotograf~2899091,Первое рабочее место,
Педагог-организатор,Образование и воспитание,от 103 500 тенге,GoodZone,Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Организация учебно-воспитательного процесса;,https://enbek.kz/ru/vacancy/pedagog-organizator~2899092,Первое рабочее место,
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,GoodZone,Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,"Информирование о маркетинговых акциях, продуктах и специальных предложений;",https://enbek.kz/ru/vacancy/smm-menedzher~2899093,Первое рабочее место,Журналистика
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП ALIYA,Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~2899079,Молодежная практика,Финансы
Врач общей практики,Медицина и фармацевтика,от 103 500 тенге,Дутан,Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,"Диагностика, лечение, профилактика заболеваний;",https://enbek.kz/ru/vacancy/vrach-obshchei-praktiki~2898711,Молодежная практика,Медицина
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,ИП EVRIKA GROUP,Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на казахском языке;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2898499,Молодежная практика,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,ИП EVRIKA GROUP,Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на казахском языке;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2898498,Молодежная практика,
Финансист,Финансы и бухучет,от 103 500 тенге,"Государственное учреждение ""Государственный архив города Астаны""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Финансовое планирование;,https://enbek.kz/ru/vacancy/finansist~2898222,Молодежная практика,Финансы
Архивариус,HR и секретариат,от 103 500 тенге,"Государственное учреждение ""Государственный архив города Астаны""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Организация документооборота;,https://enbek.kz/ru/vacancy/arkhivarius~2898223,Молодежная практика,Менеджмент
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Детский развивающий центр ""Аққу""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/vospitatel~2897265,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Детский развивающий центр ""Аққу""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/vospitatel~2897274,Первое рабочее место,
Помощник воспитателя,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Детский развивающий центр ""Аққу""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Уход за младенцем;,https://enbek.kz/ru/vacancy/pomoshchnik-vospitatelya~2897276,Первое рабочее место,
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,ИП Zhansulu,Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~2897155,Первое рабочее место,Журналистика
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,Samira Group,Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~2896790,Молодежная практика,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,Samira Group,Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2896792,Молодежная практика,
Разработчик программного обеспечения,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""EXP Industries""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Написание кода на языках программирования;,https://enbek.kz/ru/vacancy/razrabotchik-programmnogo-obespecheniya~2884296,Первое рабочее место,IT
Менеджер проекта,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Kazdream Solutions""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Составление и оформление технической документации по выполненным работам;,https://enbek.kz/ru/vacancy/menedzher-proekta~2884313,Первое рабочее место,IT
Офис-менеджер,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Kazdream Solutions""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/ofis-menedzher~2884314,Первое рабочее место,Менеджмент
Разработчик программного обеспечения,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""KAZVENDOR""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Работа в основных программах системы Мiсгоsоft;,https://enbek.kz/ru/vacancy/razrabotchik-programmnogo-obespecheniya~2884319,Первое рабочее место,IT
