Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Администратор в боксерский клуб,8,от 70 000 до 300 000 KZT на руки,ИП Камзин,Вакансия опубликована 19 мая 2023 в Астане,"Астана, проспект Туран, 40/2",полный день,Частичная занятость,Пользователь ПК;входящие звонки;Навыки продаж;Умение работать в команде;исходящие звонки;Прием посетителей;Консультирование клиентов по телефону;Работа с клиентами;Навыки телефонных продаж;,https://almaty.hh.kz/vacancy/80725558,,
Помощник бухгалтера / менеджер,18,от 200 000 KZT на руки,ИП Центр обслуживания бизнеса Актив (ИП Тодорова М.А.),Вакансия опубликована 17 мая 2023 в Астане,"Астана, проспект Абая, 97",полный день,Полная занятость,Умение работать с клиентами;Ответственность;Коммуникабельность;Исполнительность;Клиентоориентированность;Консультирование клиентов;Консультирование клиентов по телефону;Ориентация на клиента;Клиент всегда прав;Грамотная речь;Навыки продаж;Ориентация на результат;Разноплановость;Консультирование;Опытный пользователь ПК;B2B;Способность быстро обучаться;Точность и внимательность к деталям;Умение работать в режиме многозадачности;Умение работать с большим объемом информации;Работа с существующей базой клиентов;Навыки обслуживания людей;Эффективное решение проблем;Высокий уровень самоорганизации;Знание офисных программ;Работа в команде;Работа с большим объемом информации;Умение работать в команде;Первичная бухгалтерская документация;Работа с кассовым аппаратом;,https://almaty.hh.kz/vacancy/80599960,,Финансы
Фармацевт в аптечную сеть,133,от 150 000 до 250 000 KZT на руки,ТОО МФК Гиппократ,Вакансия опубликована 10 мая 2023 в Астане,"Астана, проспект Республики, 46",сменный график,Полная занятость,реализация лекарственных средств;,https://almaty.hh.kz/vacancy/80207752,,Медицина
Администратор на ресепшен,8,от 183 295 до 221 174 KZT до вычета налогов,ТОО Vistal Group,Вакансия опубликована 15 мая 2023 в Астане,"Астана, улица Шокана Валиханова, 7",сменный график,Полная занятость,Прием посетителей;Входящая корреспонденция;исходящая корреспонденция;первичный документооборот;Прием и распределение звонков;Английский — B1 — Средний;,https://almaty.hh.kz/vacancy/80409914,,
Интернет-маркетолог,68,от 300 000 до 500 000 KZT на руки,ИП PBM Group,Вакансия опубликована 20 мая 2023 в Астане,Алматы,гибкий график,Полная занятость,Google Analytics;Интернет-реклама;Яндекс.Метрика;Internet Marketing;Интернет маркетинг;Facebook;Таргетинг;Instagram;WEB аналитика;Google AdWords;Контекстная реклама;таргетированная реклама;,https://almaty.hh.kz/vacancy/80771013,,Менеджмент
Преподаватель английского языка и IELTS,132,от 140 000 до 160 000 KZT на руки,ИП Cosmo Lang,Вакансия опубликована 19 мая 2023 в Астане,"Астана, улица Динмухамеда Кунаева, 29/1",полный день,Полная занятость,Английский язык;IELTS;Грамотность;Знание английского языка;,https://almaty.hh.kz/vacancy/80730633,,
Менеджер по туризму,72,от 300 000 до 500 000 KZT до вычета налогов,ТОО ПСН Астана16,Вакансия опубликована 22 мая 2023 в Астане,"Астана, проспект Кабанбай Батыра, 9/2",полный день,Полная занятость,Грамотная речь;Бронирование туров;Желание учиться и развиваться;Навыки продаж;Коммуникабельность;Казахский — B1 — Средний;Русский — B1 — Средний;,https://almaty.hh.kz/vacancy/79537300,,
Дежурный по мини-бару,74,з/п не указана,"ТОО СААД ОТЕЛЬ, ТМ (Saad)",Вакансия опубликована 10 мая 2023 в Астане,"Нур-Султан (Астана), улица Достык, 2",сменный график,Частичная занятость,Работа в команде;Обучение персонала;Английский язык;Мотивация персонала;,https://almaty.hh.kz/vacancy/80211761,,
Педагог дополнительного образования,132,от 200 000 KZT до вычета налогов,ИП Нургалиева Б.Р.,Вакансия опубликована 12 мая 2023 в Астане,Алматы,полный день,Полная занятость,Грамотная речь;Работа в команде;Работа с людьми;Грамотность;Грамотная устная и письменная речь;Ответственность;Навыки разрешения спорных ситуаций;,https://almaty.hh.kz/vacancy/80349530,,
Маркетолог-аналитик,10,от 200 000 до 500 000 KZT на руки,ТОО Galamat Integra,Вакансия опубликована 25 мая 2023 в Астане,"Астана, проспект Мангилик Ел, 20",полный день,Полная занятость,Английский язык;Телефонные переговоры;Поиск информации в интернет;проведение опросов общественного мнения;Трудоспособность;Маркетинговые исследования;Анализ рынка;Запуск новых продуктов;Удаленная работа;Грамотность;Грамотная речь;Работа в условиях многозадачности;,https://almaty.hh.kz/vacancy/81005469,,IT
Администратор/менеджер в школу рисования,40,от 150 000 KZT до вычета налогов,ТОО Художественная школа Grafika,Вакансия опубликована 29 мая 2023 в Астане,"Нур-Султан (Астана), улица Динмухамеда Кунаева, 33",полный день,Полная занятость,Грамотная речь;Работа в команде;Навыки презентации;Проведение презентаций;Активные продажи;Навыки продаж;Телефонные переговоры;Прямые продажи;Деловая переписка;Обучение персонала;Деловое общение;Креативность;Ориентация на результат;Творческое мышление;,https://almaty.hh.kz/vacancy/81204976,,
Медицинский представитель,65,от 400 000 KZT до вычета налогов,ТОО Premier Astana Company,Вакансия опубликована 25 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80997694,,Медицина
Инженер ПТО,47,от 300 000 до 400 000 KZT на руки,ТОО СК NEW CITY,Вакансия опубликована 26 мая 2023 в Астане,"село Караоткель, улица Беймбет Майлина, 14",полный день,Полная занятость,AutoCAD;Строительство;,https://almaty.hh.kz/vacancy/81073102,,Сервисное обслуживание/производство
Бухгалтер,18,от 200 000 до 250 000 KZT на руки,ИП Қазақ дала,Вакансия опубликована 18 мая 2023 в Астане,Алматы,полный день,Полная занятость,Кассовые операции;Ведение кассовой книги;Приходные и расходные кассовые ордера;Проводки по кассовым операциям;составление кассовой отчетности;,https://almaty.hh.kz/vacancy/79429619,,Финансы
Администратор в зуботехническую лабораторию,8,от 150 000 до 200 000 KZT на руки,ТОО «Dental Milling Center»,Вакансия опубликована 24 мая 2023 в Астане,"Нур-Султан (Астана), проспект Бауыржана Момышулы, 2А",полный день,Полная занятость,Деловое общение;Документооборот;Прием и распределение звонков;Гибкость;Управление временем;Уверенный пользователь ПК;Планирование карьеры;Владение оргтехникой;Пользователь ПК;Работа в команде;Грамотная речь;Точность и внимательность к деталям;Знание MS Office;Работа в условиях многозадачности;Стремление к развитию и профессиональному росту;Проявление тактичности и толерантности;Быстрая печать;,https://almaty.hh.kz/vacancy/80924027,,
Opeartions Manager/Business Dev Manager,40,з/п не указана,ТОО Quality Tech,Вакансия опубликована 29 мая 2023 в Астане,"Астана, улица Сыганак, 45",гибкий график,Полная занятость,Research;Критическое мышление;Внутренние коммуникации;Знание английского языка;Организаторские навыки;Деловая коммуникация;Желание обучаться;,https://almaty.hh.kz/vacancy/81198206,,
Маркетолог,68,от 250 000 до 500 000 KZT на руки,ИП Amgdrive,Вакансия опубликована 6 мая 2023 в Астане,"Астана, улица Каныша Сатпаева",гибкий график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80176604,,Менеджмент
Учитель английского языка,132,от 103 000 до 200 000 KZT до вычета налогов,ИП ӘБДІРАХМАН Г.Х.,Вакансия опубликована 3 мая 2023 в Астане,"Нур-Султан (Астана), проспект Улы Дала, 6",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80059469,,
Помощник ЧСИ (Делопроизводитель),145,от 200 000 KZT на руки,СЕКСЕНБАЕВ ДАНИЯР ЕСЕНОВИЧ,Вакансия опубликована 23 мая 2023 в Астане,"Астана, проспект Магжана Жумабаева, 34/7",полный день,Полная занятость,Делопроизводство;Электронный документооборот;Деловая переписка;Документооборот;Бумажный документооборот;Казахский — C2 — В совершенстве;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/80855891,,
Хостес GINZA,140,от 150 000 до 150 000 KZT на руки,ИП Мастер,Вакансия опубликована 16 мая 2023 в Астане,Алматы,сменный график,Полная занятость,Грамотная речь;Работа в команде;Обработка исходящей корреспонденции;Опрятный внешний вид;Проведение опросов клиентов;,https://almaty.hh.kz/vacancy/80521844,,
Бухгалтер-оператор,18,от 160 000 до 200 000 KZT на руки,ТОО Frozen Fruit,Вакансия опубликована 29 мая 2023 в Астане,"Астана, улица Жаханша Досмухамедулы, 48",полный день,Полная занятость,Первичная документация;Первичная бухгалтерская документация;Акты сверок;1С: Предприятие 8;реализация товаров и услуг;Ответственность;Внимательность;Коммуникабельность;,https://almaty.hh.kz/vacancy/81221713,,Финансы
Менеджер отдела логистики,67,от 200 000 KZT на руки,ТОО ТД Керамин - Астана,Вакансия опубликована 25 мая 2023 в Астане,Алматы,полный день,Полная занятость,Продажи;1С: Торговля;Знание 1С;Желание работать и зарабатывать;1C: Предприятие;,https://almaty.hh.kz/vacancy/79880155,,
Механик по ремонту электросамокатов,111,от 240 000 KZT до вычета налогов,ТОО МАИР ГРУПП,Вакансия опубликована 17 мая 2023 в Астане,Алматы,полный день,Полная занятость,Пользователь ПК;Грамотная речь;Техническое обслуживание;Грамотность;,https://almaty.hh.kz/vacancy/80587783,,Сервисное обслуживание/производство
Администратор на ресепшен,8,от 149 000 до 150 000 KZT до вычета налогов,ТОО AGYBAYEV GROUP,Вакансия опубликована 26 мая 2023 в Астане,"Нур-Султан (Астана), проспект Мангилик Ел, 50блокА",сменный график,Полная занятость,Пользователь ПК;Грамотная речь;Работа в команде;Телефонные переговоры;Ведение документации;Умение работать в условиях многозадачности;,https://almaty.hh.kz/vacancy/81107066,,
Помощник управляющего магазина,8,от 250 000 до 280 000 KZT на руки,ИП Усин Т.К.,Вакансия опубликована 29 мая 2023 в Астане,Алматы,полный день,Полная занятость,Работа с ПК;Административная поддержка руководителя;Работа в команде;,https://almaty.hh.kz/vacancy/81249494,,
Личный ассистент директора,40,от 200 000 до 300 000 KZT до вычета налогов,ИП Косыбаев,Вакансия опубликована 9 мая 2023 в Астане,Алматы,полный день,Полная занятость,Грамотная речь;Грамотность;Организационные навыки;Дружелюбность;Дружелюбие;,https://almaty.hh.kz/vacancy/80194703,,
Оптометрист,40,от 200 000 до 350 000 KZT до вычета налогов,ТОО Megavision (Мегавижн),Вакансия опубликована 10 мая 2023 в Астане,"Астана, улица Амангельды Иманова, 4",полный день,Полная занятость,Пользователь ПК;Грамотная речь;Ответственность;Умение работать с клиентами;Консультация;,https://almaty.hh.kz/vacancy/78418730,,
Оператор ЧПУ,86,от 180 000 до 280 000 KZT до вычета налогов,ТОО MERCI DE FRANCE,Вакансия опубликована 22 мая 2023 в Астане,"Астана, улица Иманбаевой, 5А",полный день,Полная занятость,"Пользователь ПК;Учет остатков;Эффективное решение проблем;Сообразительность;Многозадачность;Работа с базами данных;Электронная почта;Internet;Опытный пользователь ПК, знание MS Office;способность быстро обучаться и легко воспринимать крупные объемы информации;Любознательность;Умение работать в команде;Внимательность к мелочам;Саморазвитие;Планирование карьеры;Готовность к командному труду;",https://almaty.hh.kz/vacancy/80792475,,Сервисное обслуживание/производство
Кассир,40,от 150 000 до 200 000 KZT на руки,ИП Plum Tea,Вакансия опубликована 1 мая 2023 в Астане,Астана,полный день,Полная занятость,Умеет дружить с коллективом;Пунктуальный;Учится быстро;Позитивный;Общительный;,https://almaty.hh.kz/vacancy/79953247,,
Администратор медицинского центра,8,от 150 000 KZT на руки,ТОО Seitenov Corporation,Вакансия опубликована 24 мая 2023 в Астане,"Астана, улица Габидена Мустафина, 4",полный день,Полная занятость,Работа в команде;Опыт работы с людьми;Грамотность;Поиск информации в интернет;Способность быстро обучаться;Умение проявлять тактичность и толерантность;Работа в условиях многозадачности;,https://almaty.hh.kz/vacancy/80925724,,
Сборщик электрощитового оборудования,115,от 250 000 до 300 000 KZT на руки,ТОО Компания ВЭЛС,Вакансия опубликована 29 мая 2023 в Астане,"Астана, улица Дулатова, 187/1",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81242126,,Сервисное обслуживание/производство
Помощник бухгалтера,18,от 160 000 до 190 000 KZT до вычета налогов,ТОО Финансы под Контролем - Астана,Вакансия опубликована 22 мая 2023 в Астане,"Астана, улица Малика Габдуллина, 19",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80819616,,Финансы
Медицинский регистратор,8,от 130 000 до 150 000 KZT до вычета налогов,ТОО International Clinic of Asia,Вакансия опубликована 19 мая 2023 в Астане,"Астана, улица Маскеу, 11А",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80684340,,
Фармацевт,133,от 170 000 до 200 000 KZT на руки,ТОО Pernebay,Вакансия опубликована 29 мая 2023 в Астане,Алматы,сменный график,Полная занятость,Лекарственные препараты;Реализация лекарственных средств;Контроль сроков годности;Ответственный подход к работе;Умение работать в команде;Активные продажи;Фармацевтическим образованиям;,https://almaty.hh.kz/vacancy/81220392,,Медицина
Инструктор АФК ЛФК,138,от 250 000 до 400 000 KZT на руки,ИП Нальгиев У.А.,Вакансия опубликована 22 мая 2023 в Астане,"Нур-Султан (Астана), улица С 409",полный день,Полная занятость,Готовность к обучению;Индивидуальный подход;Наблюдательность;Грамотная речь;,https://almaty.hh.kz/vacancy/80789710,,
Мерчендайзер,77,от 142 000 до 160 000 KZT на руки,ТОО Arbuz Group (Арбуз Груп),Вакансия опубликована 4 мая 2023 в Астане,"Нур-Султан (Астана), 101-я улица, 41/3",сменный график,Полная занятость,Контроль сроков годности;Работа в команде;Умение работать в команде;Работа в коллективе;,https://almaty.hh.kz/vacancy/80073932,,
Ассистент врача-стоматолога,15,от 150 000 до 200 000 KZT на руки,ТОО Шалкарова Р.З.,Вакансия опубликована 23 мая 2023 в Астане,"Астана, улица Алихана Бокейханова, 11",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80895003,,Медицина
Практикант в отдел бухгалтерии,18,от 103 500 до 350 000 KZT до вычета налогов,ТОО Центр бухгалтерского обслуживания БухПрофи,Вакансия опубликована 4 мая 2023 в Астане,"Астана, улица Бейбитшилик, 25",полный день,Стажировка,Банк-клиент;Налоги;1C: Бухгалтерия;Первичная бухгалтерская документация;Расчет налогов;ТМЦ;Первичная документация;1С: Бухгалтерия;Основные средства;,https://almaty.hh.kz/vacancy/80074053,,Финансы
Преподаватель психологи,132,от 150 000 до 250 000 KZT на руки,ТОО Spectrum Medicus,Вакансия опубликована 23 мая 2023 в Астане,"Астана, улица Сауран, 18",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80865058,,
Сметчик ПТО,47,з/п не указана,ТОО СК Алатауинжстрой,Вакансия опубликована 29 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81201966,,Сервисное обслуживание/производство
Социальный педагог,132,от 150 000 KZT на руки,ТОО ЦЕНТР ЖАСЫЛ ЖАЙЛАУ,Вакансия опубликована 22 мая 2023 в Астане,"Астана, микрорайон Юго-Восток (правая сторона), улица Жалантос, 8",полный день,Полная занятость,Образованность;Грамотность;Терпеливость;Общение;Умение находить общий язык;Спокойствие;Индивидуальный подход;Грамотная речь;Работа в команде;Ведение документации;Готовность к обучению;Позитивный настрой;Наблюдательность;Бесконфликтность;Умение работать в условиях многозадачности;Физический подготовленный;Быстрообучаемый;Стрессоустойчивость;Excel;Русский язык;Казахский язык;Способность работать с документами;Знание компьютера;Честный;Умение быстро усваивать новую информацию;Пользователь ПК;,https://almaty.hh.kz/vacancy/80812455,,
Водитель в Астанинский почтамт,40,от 190 000 до 220 000 KZT на руки,ИП КХ Мухтар,Вакансия опубликована 10 мая 2023 в Астане,"Нур-Султан (Астана), улица Орлыкол, 10",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80233199,,
Ревизор,16,от 220 000 до 220 000 KZT на руки,ТОО STC Management,Вакансия опубликована 18 мая 2023 в Астане,Алматы,полный день,Проектная работа/разовое задание,Проведение инвентаризаций;Контроль сроков годности;Работа с ТМЦ;Контроль оформления документов;Проведение инвентаризация ОС;,https://almaty.hh.kz/vacancy/80498318,,Финансы
Администратор,8,от 150 000 KZT до вычета налогов,ТОО UMA8,Вакансия опубликована 9 мая 2023 в Астане,"Астана, улица Толе Би, 57",полный день,Полная занятость,Администрирование;Грамотная речь;Опрятность;Общение;Продажи;Работа в команде;СРМ;Работа в условиях многозадачности;Чистоплотность;Внимательность к мелочам;,https://almaty.hh.kz/vacancy/80201240,,
Менеджер со знанием китайского языка,8,от 300 000 до 350 000 KZT на руки,ТОО Sungrow Qurylys,Вакансия опубликована 11 мая 2023 в Астане,"Астана, проспект Тауелсиздик, 41",полный день,Полная занятость,Перевод;Административная поддержка иностранного сотрудника;Администрирование;Английский язык;Устный перевод;,https://almaty.hh.kz/vacancy/80311563,,
Фармацевт-провизор,133,от 179 000 KZT на руки,ТОО Асыл-Ирбис,Вакансия опубликована 29 мая 2023 в Астане,Алматы,сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/81215392,,Медицина
Администратор в косметологический центр,8,от 130 000 KZT на руки,ТОО Тайбурыл-Астана,Вакансия опубликована 23 мая 2023 в Астане,"Нур-Султан (Астана), проспект Кабанбай Батыра, 11",сменный график,Полная занятость,Пользователь ПК;Грамотная речь;Работа в команде;Грамотность;Деловое общение;,https://almaty.hh.kz/vacancy/80871529,,
Инженер-проектировщик АС,48,от 150 000 KZT до вычета налогов,ТОО СтройПромЭксперт,Вакансия опубликована 19 мая 2023 в Астане,"Астана, проспект Абая, 63",полный день,Полная занятость,Готовность к командировкам;AutoCAD;Пользователь ПК;Автокад;нормативно-техническая документация;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/80698919,,Сервисное обслуживание/производство
Инженер-проектировщик,48,з/п не указана,ТОО ГидроТехСнаб Астана,Вакансия опубликована 4 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80119096,,Сервисное обслуживание/производство
Торговый представитель,129,от 300 000 KZT на руки,ИП Assorti,Вакансия опубликована 29 мая 2023 в Астане,Алматы,полный день,Частичная занятость,Традиционная розница;Современная розница;,https://almaty.hh.kz/vacancy/81213471,,
Помощник ЧСИ,145,от 200 000 KZT на руки,Мусин Н.Г.,Вакансия опубликована 25 мая 2023 в Астане,"Астана, проспект Магжана Жумабаева, 34/7",полный день,Полная занятость,Деловая переписка;Грамотная речь;Деловое общение;АИС;,https://almaty.hh.kz/vacancy/80992670,,
Администратор (менеджер по работе с клиентами),8,от 160 000 до 250 000 KZT на руки,ТОО Nlaser,Вакансия опубликована 22 мая 2023 в Астане,Алматы,полный день,Полная занятость,Администратор;Работа с людьми;Способность быстро обучаться;Дружелюбность;Общение;,https://almaty.hh.kz/vacancy/80787536,,
Оператор Службы технической поддержки,121,до 180 000 KZT на руки,ТОО Инновационная компания Askom-service,Вакансия опубликована 26 мая 2023 в Астане,"Нур-Султан (Астана), улица Куйши Дина, 17",полный день,Полная занятость,Пользователь ПК;Грамотная речь;Работа с большим объемом информации;Грамотность;Деловое общение;,https://almaty.hh.kz/vacancy/81067022,,
Координатор,54,от 150 000 до 250 000 KZT до вычета налогов,ТОО Центр Переводов Казахстана,Вакансия опубликована 15 мая 2023 в Астане,Алматы,полный день,Полная занятость,Письменный перевод;Английский язык;Перевод;перевод статей;Редактирование текстов на иностранном языке;Управление проектами;Умение расставлять приоритеты;Организаторские навыки;Ведение переговоров;Деловая переписка;Организация мероприятий;Деловое общение;Деловая коммуникация;,https://almaty.hh.kz/vacancy/80451125,,Менеджмент
Помощник мастера в сервис центр ремонта ноутбуков,113,от 80 000 до 150 000 KZT на руки,ТОО Sana computers,Вакансия опубликована 27 мая 2023 в Астане,"Нур-Султан (Астана), улица Бараева, 13",полный день,Полная занятость,Пользователь ПК;Работа в команде;Умение работать в команде;,https://almaty.hh.kz/vacancy/81136030,,IT
Учитель по подготовке к школе на казахском языке,132,от 120 000 KZT до вычета налогов,Алтын белгі (ИП Сағындық Г.С.),Вакансия опубликована 25 мая 2023 в Астане,Алматы,полный день,Полная занятость,Организация конференций;Грамотная речь;Пользователь ПК;Работа в команде;Креативность;Работа с детьми;,https://almaty.hh.kz/vacancy/81012543,,
Дизайнер-консультант в ателье мебели Mr.Doors,34,от 150 000 до 1 000 000 KZT на руки,ТОО Стильная мебель,Вакансия опубликована 26 мая 2023 в Астане,"Астана, улица Достык, 3",полный день,Полная занятость,Дизайн интерьера;Работа в команде;Дизайн;Ориентация на клиента;Умение принимать решения;Многозадачность;Грамотная речь;Креативность;Обучение и развитие;MS PowerPoint;MS Word;MS Excel;Чувство стиля;,https://almaty.hh.kz/vacancy/81069799,,Массмедиа
Офис-ассистент,40,з/п не указана,ТОО Центр немецкого языка Астана,Вакансия опубликована 10 мая 2023 в Астане,"Астана, проспект Бауыржана Момышулы, 12Б",полный день,Полная занятость,Консультирование клиентов;Немецкий язык;Социальные сети;Немецкий — A2 — Элементарный;,https://almaty.hh.kz/vacancy/80210283,,
Технический специалист,111,от 180 000 KZT до вычета налогов,ТОО SANTOL ASTANA,Вакансия опубликована 15 мая 2023 в Астане,"Астана, улица Ханов Керея и Жанибека, 18",полный день,Полная занятость,Техническая поддержка;Работа с оргтехникой;Установка ПО;Решение проблем;Грамотная речь;,https://almaty.hh.kz/vacancy/80426965,,Сервисное обслуживание/производство
Администратор,8,от 120 000 до 150 000 KZT на руки,ТОО BOSHANOV DENTAL CLINIC,Вакансия опубликована 17 мая 2023 в Астане,"Нур-Султан (Астана), улица Шарля де Голля",полный день,Полная занятость,Грамотная речь;Пользователь ПК;Грамотность;Работа в команде;Работа с большим объемом информации;,https://almaty.hh.kz/vacancy/80590959,,
Администратор,8,от 150 000 до 230 000 KZT на руки,ИП Сатыбалдинов Р. А,Вакансия опубликована 18 мая 2023 в Астане,Алматы,полный день,Полная занятость,Пользователь ПК;Работа в команде;Ведение переговоров;Деловое общение;Делопроизводство;,https://almaty.hh.kz/vacancy/80627483,,
Администратор стоматологической клиники,8,от 140 000 KZT на руки,ИП Dent house,Вакансия опубликована 2 мая 2023 в Астане,"Астана, улица Достык, 10",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79969382,,
Менеджер по продажам,65,от 150 000 до 300 000 руб. на руки,"Инвиво, Лаборатория",Вакансия опубликована 25 мая 2023 в Астане,Алматы,полный день,Полная занятость,Поиск и привлечение клиентов;Управление продажами;работа с текущей базой клиентов;,https://almaty.hh.kz/vacancy/81031105,,Медицина
Массажистка/массажист в СПА-салон,60,от 250 000 до 400 000 KZT на руки,ИП Пимоненко О.А,Вакансия опубликована 15 мая 2023 в Астане,"Нур-Султан (Астана), улица Габидена Мустафина, 1/1",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80454444,,Медицина
Преподаватель английского языка / IELTS онлайн / оффлайн,132,до 300 000 KZT до вычета налогов,ИП Академия английского языка Albus,Вакансия опубликована 22 мая 2023 в Астане,"Нур-Султан (Астана), улица Кенесары, 8",гибкий график,Частичная занятость,Организаторские навыки;Организация учебного процесса;Грамотная речь;Английский язык;Английский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/80817672,,
Помощник менеджера визового отдела,72,от 100 000 до 150 000 KZT на руки,ТОО TRAVEL PARTNERS KAZAKHSTAN,Вакансия опубликована 29 мая 2023 в Астане,"Алматы, проспект Достык, 52",полный день,Полная занятость,Английский язык;Грамотная речь;Грамотность;оформление документации;Работа в команде;Деловое общение;Письменный перевод;Телефонные переговоры;Точность и внимательность к деталям;Работа с оргтехникой;Деловая переписка;Пользователь ПК;,https://almaty.hh.kz/vacancy/81210773,,
Помощник повара в кафе быстрого питания El Burrito,94,от 165 000 до 190 000 KZT на руки,ИП Тимирбаева А.К.,Вакансия опубликована 11 мая 2023 в Астане,Astana,полный день,Полная занятость,Повар;Мексиканская кухня;Казахский — C2 — В совершенстве;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/79966720,,
Санитарка-Санитар/Уборщица-Уборщик,40,от 60 000 до 180 000 KZT до вычета налогов,ИП КАСЫМОВА М.А.,Вакансия опубликована 10 мая 2023 в Астане,Алматы,полный день,Полная занятость,Работа с людьми;Умение работать в команде;Уборка;Опрятность;Чистоплотность;,https://almaty.hh.kz/vacancy/76430703,,
Замерщик дверей,40,от 200 000 до 350 000 KZT на руки,ИП Кабидоллаева,Вакансия опубликована 1 мая 2023 в Астане,"Астана, проспект Богенбай батыра, 56А",полный день,Частичная занятость,E9,https://almaty.hh.kz/vacancy/79956164,,
Администратор/ресепшионист,8,от 120 000 до 120 000 KZT на руки,ИП Кадирова А.Б.,Вакансия опубликована 25 мая 2023 в Астане,"Нур-Султан (Астана), проспект Шакарима Кудайбердиулы, 17",полный день,Полная занятость,"Работа с людьми;Деловое общение;Терпение;Ответственность и исполнительность;грамотная устная речь, хорошо поставленный голос, необходимая дикция;Грамотность;Русский язык;Казахский язык;Знание английского языка;Разговорный английский;Стремление;",https://almaty.hh.kz/vacancy/80192711,,
Администратор барбершопа,8,з/п не указана,ИП ДҮЙСЕНОВ Ұ.Е.,Вакансия опубликована 5 мая 2023 в Астане,"Астана, 10 ул. Бокейханова",сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80128576,,
Инженер автоматизированных систем управления,40,от 150 000 KZT на руки,ТОО ЯСАР,Вакансия опубликована 11 мая 2023 в Астане,Алматы,полный день,Полная занятость,Электрические системы и слаботочные системы;Пуско-наладочные работы;,https://almaty.hh.kz/vacancy/80275197,,
"Мастер массажа в спа-салон ""G_spa""",40,от 200 000 до 500 000 KZT до вычета налогов,ИП Novicamsever,Вакансия опубликована 10 мая 2023 в Астане,Алматы,сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80249465,,
Стажер - помощник инженера AV-оборудования,121,от 100 000 KZT на руки,ТОО BREM group,Вакансия опубликована 26 мая 2023 в Астане,"Астана, улица Бигельдинова, 12",полный день,Стажировка,E9,https://almaty.hh.kz/vacancy/81077252,,
Турагент,72,от 130 000 до 300 000 KZT на руки,ТОО Зере Медикал,Вакансия опубликована 3 мая 2023 в Астане,"Астана, улица Аскара Токпанова, 20",полный день,Полная занятость,Бронирование туров;,https://almaty.hh.kz/vacancy/80040444,,
Помощник Частного судебного исполнителя,146,от 140 000 до 200 000 KZT на руки,Частный судебный исполнитель исполнительного округа г. Астана Абибулла Нуртлек Рахметуллаұлы,Вакансия опубликована 3 мая 2023 в Астане,"Астана, улица Амангельды Иманова",полный день,Полная занятость,Стрессоустойчивость;со знанием русского языка;умение писать без ошибок;Грамотность;Работа с людьми;Внимательность;,https://almaty.hh.kz/vacancy/80020097,,
Мастер по заправке картриджей,40,от 200 000 до 250 000 KZT на руки,ТОО МегаКомпСервис,Вакансия опубликована 18 мая 2023 в Астане,Алматы,полный день,Полная занятость,Пользователь ПК;Работа в команде;Работа с оргтехникой;Офисная техника;Заправка картриджей;Ремонт ноутбуков;Ремонт оргтехники;Ремонт компьютеров;Работать в команде;Умение слушать;Владение компьютером;Работа в условиях многозадачности;Желание обучаться;,https://almaty.hh.kz/vacancy/80665817,,
Пайщик натяжных потолков,85,от 200 000 до 350 000 KZT до вычета налогов,ИП LUXOR,Вакансия опубликована 29 мая 2023 в Астане,Алматы,полный день,Полная занятость,Работа в команде;Работа с людьми;Умение работать в команде;Чистоплотность;Дружелюбность;Способность быстро обучаться;,https://almaty.hh.kz/vacancy/81230083,,Сервисное обслуживание/производство
Диспетчер-оператор,39,от 100 000 до 101 000 KZT на руки,ТОО High Vill Park 2 A Service,Вакансия опубликована 5 мая 2023 в Астане,"Нур-Султан (Астана), улица Бухар Жырау, 20Б",полный день,Частичная занятость,Консультирование клиентов по телефону;входящие звонки;исходящие звонки;Пользователь ПК;,https://almaty.hh.kz/vacancy/80130899,,
