Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Инженер-электрик/инженер-механик,40,з/п не указана,ТОО Алпром,Вакансия опубликована 12 мая 2023 в Атырау,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80341308,,
Ведущий специалист Направления посткредитного обслуживания Дирекции малого бизнеса,40,з/п не указана,АО Банк ЦентрКредит,Вакансия опубликована 22 мая 2023 в Атырау,Алматы,полный день,Полная занятость,Пользователь ПК;Экономика;Анализ инвестиционных проектов;Внутренний финансовый аудит;,https://almaty.hh.kz/vacancy/80834327,,
Удаленный сотрудник по работе с клиентами,40,от 100 000 до 160 000 KZT до вычета налогов,ТОО Oktrening,Вакансия опубликована 29 мая 2023 в Атырау,Алматы,удаленная работа,Полная занятость,Грамотная речь;Работа в команде;Грамотность;Работа с большим объемом информации;Деловое общение;,https://almaty.hh.kz/vacancy/79196854,,
Оператор отдела оперативного учета,84,з/п не указана,ТОО Идеал Трейд Маркет,Вакансия опубликована 25 мая 2023 в Атырау,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80413194,,IT
Менеджер Отдела платежных карточек,137,з/п не указана,"Bank RBK, АО",Вакансия опубликована 18 мая 2023 в Атырау,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80624959,,Финансы
"Тренер тренажерного зала,Инструктор Групповых Программ,Детского клуба,Водных Программ!",138,от 150 000 до 350 000 KZT до вычета налогов,"ТОО World-Class, ТМ",Вакансия опубликована 29 мая 2023 в Атырау,"Атырау, улица Бактыгерея Кулманова, 144",полный день,Полная занятость,Работа в команде;Грамотная речь;Навыки продаж;Обучение и развитие;Фитнес;Английский — A1 — Начальный;,https://almaty.hh.kz/vacancy/79993213,,
"Менеджер-Оценщик (Ломбард / МФО, район Индер)",137,от 180 000 до 200 000 KZT до вычета налогов,ТОО МФО LFTech (ТМ Деньги Маркет),Вакансия опубликована 11 мая 2023 в Атырау,Алматы,полный день,Полная занятость,Работа в команде;Деловое общение;Обучение и развитие;Ориентация на результат;,https://almaty.hh.kz/vacancy/80275400,,Финансы
Выездной кассир кассы пересчета,40,з/п не указана,АО Народный банк Казахстана,Вакансия опубликована 26 мая 2023 в Атырау,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/78960268,,
Ведущий инженер,40,з/п не указана,АО Народный банк Казахстана,Вакансия опубликована 11 мая 2023 в Атырау,Алматы,полный день,Полная занятость,Умение работать в команде;Техническая документация;Аналитические способности;Аварийно-восстановительные работы;,https://almaty.hh.kz/vacancy/80280923,,
Пекарь,94,от 137 000 KZT до вычета налогов,ТОО Идеал Трейд Маркет,Вакансия опубликована 26 мая 2023 в Атырау,Алматы,полный день,Полная занятость,Организация рабочего процесса;Работа в команде;,https://almaty.hh.kz/vacancy/81106875,,
"IT-наставник для детей по разработке игр (Minecraft, Roblox)",96,до 80 000 руб. на руки,Skyeng,Вакансия опубликована 10 мая 2023 в Атырау,Алматы,удаленная работа,Частичная занятость,Разработка компьютерных Игр;Minecraft;Roblox;Программирование для детей;Преподаватель;Преподавание;Обучение;,https://almaty.hh.kz/vacancy/80255600,,IT
Мануальный терапевт/реабилитолог/остеопат,24,от 600 000 до 700 000 KZT на руки,ТОО Skolioz.kz,Вакансия опубликована 29 мая 2023 в Атырау,"Атырау, улица Адмирал Льва Владимирского, 100Е",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79967405,,Медицина
Повар-продавец по приготовлению блинов (Блинщица),94,от 120 000 до 130 000 KZT на руки,ТОО Торговый Дом Ярмарка,Вакансия опубликована 26 мая 2023 в Атырау,"Атырау, проспект Азаттык, 113",полный день,Полная занятость,Пользователь ПК;,https://almaty.hh.kz/vacancy/71998634,,
Промоутер-консультант/Хостес (табачный бренд),140,от 144 000 до 200 000 KZT на руки,ТОО CONTINEO,Вакансия опубликована 28 мая 2023 в Атырау,Алматы,полный день,Частичная занятость,Работа в команде;Проведение презентаций;Ведение переговоров;Грамотная речь;Активные продажи;,https://almaty.hh.kz/vacancy/80684046,,
Оператор 1С,84,от 140 000 KZT на руки,ТОО Торговый Дом Ярмарка,Вакансия опубликована 26 мая 2023 в Атырау,"Атырау, проспект Азаттык, 113",полный день,Полная занятость,Пользователь ПК;Работа с большим объемом информации;Работа с документами;Internet;Поиск информации в интернет;,https://almaty.hh.kz/vacancy/69265079,,IT
Промоутер-консультант/Хостес (табачный бренд),140,от 144 000 до 200 000 KZT на руки,ТОО CONTINEO,Вакансия опубликована 28 мая 2023 в Атырау,Алматы,полный день,Частичная занятость,Работа в команде;Проведение презентаций;Ведение переговоров;Грамотная речь;Активные продажи;,https://almaty.hh.kz/vacancy/80683988,,
Тайный покупатель,40,з/п не указана,ТОО Staff-UP Consulting Group,Вакансия опубликована 10 мая 2023 в Атырау,Алматы,полный день,Проектная работа/разовое задание,Пользователь ПК;Телефонные переговоры;Ответственность;Аудит;Умение принимать решения;,https://almaty.hh.kz/vacancy/80239868,,
Медицинский представитель,65,з/п не указана,Solgar,Вакансия опубликована 27 мая 2023 в Атырау,Алматы,полный день,Полная занятость,Водительское удостоверение категории B;Работа в команде;Организаторские навыки;Ориентация на результат;Обучение и развитие;,https://almaty.hh.kz/vacancy/80409419,,Медицина
Водитель с Личным грузовым автомобилем / Специалист по торговому оборудованию,162,от 250 000 KZT на руки,ТОО CONTINEO,Вакансия опубликована 29 мая 2023 в Атырау,Алматы,полный день,Полная занятость,Ремонтные работы;Электротехнические работы;Электрика;Умение управлять временем;Готовность к командировкам;Монтаж оборудования;Техническое обслуживание;Водительское удостоверение категории BC;Выездное обслуживание;Личный автомобиль;Работа в условиях многозадачности;Наличие автомобиля;Умение работать в условиях многозадачности;Технический склад ума;Умение добиваться поставленных целей;Ответственность и пунктуальность;,https://almaty.hh.kz/vacancy/80891614,,Сервисное обслуживание/производство
Электрогазосварщик,109,от 80 000 руб. на руки,ЗАО ЭнергоСтрой,Вакансия опубликована 29 мая 2023 в Атырау,Алматы,Вахтовый метод,Полная занятость,Сварочные работы;Способность приспосабливаться к условиям;Электроэнергетика;,https://almaty.hh.kz/vacancy/78247811,,Сервисное обслуживание/производство
Intern/Consultant - Fraud Investigation Group (Forensic) - Financial Advisory Department,16,з/п не указана,"Deloitte, Caspian Region",Вакансия опубликована 15 мая 2023 в Атырау,Алматы,полный день,Стажировка,Английский язык;MS PowerPoint;Forensic;,https://almaty.hh.kz/vacancy/80411015,,Финансы
Оператор call-центра/специалист отдела по работе с клиентами,39,от 130 000 до 230 000 KZT на руки,ИП Поликанов Р.Е.,Вакансия опубликована 29 мая 2023 в Атырау,"Атырау, проспект Исатая Тайманова, 108",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80393164,,
Медицинская сестра/медицинский брат,64,от 150 000 до 200 000 KZT до вычета налогов,ТОО Nephrolife,Вакансия опубликована 3 мая 2023 в Атырау,Алматы,полный день,Полная занятость,Навыки межличностного общения;Медицинская документация;,https://almaty.hh.kz/vacancy/80034281,,Медицина
Специалист по сбору информации,10,от 80 000 до 130 000 KZT на руки,ТОО 2GIS-Atyrau,Вакансия опубликована 29 мая 2023 в Атырау,Алматы,полный день,Полная занятость,Грамотная речь;Поиск информации в интернет;Работа в команде;Деловая переписка;Ориентация на результат;Ключевые навыки Казахский — C1 — Продвинутый Русский — C1 — Продвинутый Грамотная речь Работа в кома;,https://almaty.hh.kz/vacancy/81205920,,IT
Ревизор,16,от 180 000 до 200 000 KZT на руки,ТОО Торговый Дом Ярмарка,Вакансия опубликована 22 мая 2023 в Атырау,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80042841,,Финансы
Помощник бренд-менеджера,68,от 250 000 до 300 000 KZT до вычета налогов,ИП Кучменко И.А.,Вакансия опубликована 8 мая 2023 в Атырау,"Атырау, улица Курмангазы, 10Д",полный день,Полная занятость,"Проведение презентаций;План продвижения;Коммуникабельность, стрессоустойчивость;Ответственность и пунктуальность;",https://almaty.hh.kz/vacancy/80186264,,Менеджмент
Администратор,8,от 129 999 до 130 000 KZT на руки,ИП Капустина П.И,Вакансия опубликована 19 мая 2023 в Атырау,"Атырау, улица Георгия Канцева",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80713823,,
Инструктор,138,от 100 000 до 130 000 KZT на руки,ТОО Барс Компани,Вакансия опубликована 16 мая 2023 в Атырау,"Атырау, улица Махамбета Утемисова, 120А",сменный график,Полная занятость,Работа в команде;Грамотная речь;Грамотность;Способность обучать других;Умение расставлять приоритеты;,https://almaty.hh.kz/vacancy/80470561,,
Техник по применению химреагентов,40,от 200 000 до 250 000 KZT на руки,"ТОО РауанНалко, ТОО",Вакансия опубликована 12 мая 2023 в Атырау,Алматы,полный день,Полная занятость,"механик, монтаж труб и линий;учет расхода реагентов;учет запасов реагентов;ремонт дозирующего оборудования;",https://almaty.hh.kz/vacancy/80363337,,
Бухгалтер-кассир,18,от 150 000 KZT до вычета налогов,"ТОО Олимп КДЛ, ТМ (ТОО Мырза Хан)",Вакансия опубликована 6 мая 2023 в Атырау,Алматы,полный день,Полная занятость,"Должностные инструкции;Знание 1С;Работать в команде;Отличное знание ПК;Exсel;ПК;Работа с компьютером;Умение работать в условиях многозадачности;Ответственность и пунктуальность;Коммуникабельность, ответственность;",https://almaty.hh.kz/vacancy/80174906,,Финансы
Преподаватель по робототехнике,132,до 280 000 KZT на руки,ТОО Salem Robo,Вакансия опубликована 16 мая 2023 в Атырау,Алматы,гибкий график,Полная занятость,Преподавание;Обучение и развитие;Работа с детьми;Работа в коллективе;Готовность к обучению;Умение работать с детьми;Терпеливость;Творческий подход к работе;Ответственность;,https://almaty.hh.kz/vacancy/80528345,,
Специалист по привлечению абитуриентов,72,от 500 000 KZT на руки,ТОО Академия переподготовки и повышения квалификации специалистов,Вакансия опубликована 17 мая 2023 в Атырау,Алматы,удаленная работа,Частичная занятость,E9,https://almaty.hh.kz/vacancy/80587877,,
Тренер/педагог (хореограф) в студию балета растяжки,138,от 120 000 до 300 000 KZT на руки,ТОО Криштоп и К,Вакансия опубликована 7 мая 2023 в Атырау,Алматы,полный день,Частичная занятость,E9,https://almaty.hh.kz/vacancy/79051268,,
Торговый представитель,129,от 250 000 до 350 000 KZT до вычета налогов,ИП КБК,Вакансия опубликована 22 мая 2023 в Атырау,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80792140,,
Переводчик,93,з/п не указана,ТОО РНИЦ ОАВ Республиканский научно-исследовательский центр охраны атмосферного воздуха,Вакансия опубликована 5 мая 2023 в Атырау,"Атырау, улица Салтаната Балгимбаева, 59",полный день,Полная занятость,Английский — B2 — Средне-продвинутый;,https://almaty.hh.kz/vacancy/80152934,,
Администратор,8,от 200 000 до 300 000 KZT на руки,ТОО Wooden House,Вакансия опубликована 16 мая 2023 в Атырау,село Актогай,полный день,Полная занятость,Грамотная речь;Работа в команде;Управление персоналом;Умение работать в команде;Навыки межличностного общения;Организаторские навыки;Грамотность;Казахский — C2 — В совершенстве;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/80498297,,
